Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
2.755,4.209,1.040,-17.443,28.662,-175.073,1.528,0.377,1.574,346.128,-63.557,
2.880,4.210,1.046,-14.189,27.115,-174.755,0.005,0.055,0.055,275.361,2.547,
2.995,4.207,1.044,-12.095,27.070,-175.110,-0.030,-0.023,0.038,142.636,-3.071,
3.108,4.212,1.046,-12.046,26.137,-174.665,0.045,0.021,0.049,335.209,3.923,
3.238,4.219,1.054,-13.559,26.694,-173.519,0.056,0.062,0.083,311.956,8.879,
3.349,4.223,1.057,-14.447,27.077,-172.774,0.033,0.028,0.043,319.679,6.672,
3.470,4.224,1.057,-14.305,26.744,-172.707,0.015,-0.000,0.015,269.503,0.556,
3.586,4.226,1.057,-13.750,26.922,-172.831,0.009,-0.002,0.010,257.814,-1.070,
3.719,4.228,1.057,-14.199,26.734,-172.493,0.015,-0.000,0.015,269.193,2.539,
3.838,4.229,1.057,-13.789,26.669,-172.548,0.014,-0.000,0.014,268.756,-0.453,
3.967,4.230,1.058,-13.731,26.349,-172.403,0.010,0.009,0.013,317.538,1.127,
4.087,4.234,1.058,-12.940,25.801,-172.734,0.033,0.003,0.034,355.262,-2.755,
