Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
2.464,4.245,1.053,-1.568,24.361,176.559,1.723,0.427,1.775,346.064,71.657,
2.586,4.239,1.054,-3.194,23.053,178.301,-0.047,0.008,0.048,80.182,14.252,
2.713,4.223,1.047,3.601,21.793,176.544,-0.129,-0.060,0.142,155.142,-13.900,
2.839,4.223,1.057,1.976,23.047,178.087,-0.000,0.082,0.082,0.026,12.218,
2.959,4.226,1.064,0.327,23.730,179.156,0.026,0.055,0.061,295.642,8.915,
3.079,4.229,1.063,0.043,23.986,179.549,0.028,-0.006,0.029,257.341,3.272,
3.207,4.233,1.064,0.245,24.267,179.742,0.026,0.011,0.028,338.145,1.511,
3.328,4.238,1.067,-1.267,24.729,-179.270,0.045,0.020,0.049,336.619,-2954.245,
3.452,4.237,1.065,0.172,24.047,-179.835,-0.012,-0.015,0.020,128.236,-4.569,
3.576,4.240,1.067,-1.123,24.516,-179.155,0.023,0.015,0.027,327.230,5.452,
3.693,4.236,1.064,0.542,23.771,-179.895,-0.033,-0.022,0.039,146.801,-6.330,
3.819,4.237,1.065,0.051,23.568,-179.620,0.014,0.006,0.015,335.648,2.187,
3.939,4.239,1.063,2.802,21.428,179.197,0.014,-0.019,0.023,216.681,3009.352,
