Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
0.277,4.152,1.154,-5.445,3.956,-178.224,15.019,4.174,15.589,344.469,-644.682,
0.355,4.151,1.154,-7.521,5.556,179.981,-0.012,-0.004,0.013,161.952,4555.404,
0.434,4.149,1.152,-7.920,6.944,177.864,-0.030,-0.014,0.033,154.545,-26.940,
0.550,4.147,1.152,-6.695,8.817,176.410,-0.018,-0.004,0.018,167.360,-12.530,
0.713,4.141,1.153,-4.988,3.485,175.063,-0.033,0.006,0.034,80.103,-8.382,
0.894,4.140,1.157,-3.341,1.207,175.707,-0.009,0.020,0.022,25.215,3.526,
1.069,4.139,1.159,-5.133,12.483,177.699,-0.005,0.016,0.017,18.565,11.341,
1.233,4.139,1.159,-3.208,12.988,177.777,0.000,-0.003,0.003,187.437,0.474,
1.353,4.139,1.159,-3.624,7.639,177.243,0.002,0.001,0.002,322.700,-4.441,
1.478,4.139,1.163,-3.346,9.585,177.982,0.000,0.032,0.032,270.769,5.904,
1.612,4.143,1.175,-4.420,9.196,-179.093,0.028,0.091,0.095,287.430,-2659.518,
1.733,4.128,1.170,-2.341,7.028,-176.746,-0.121,-0.040,0.128,161.673,19.315,
2.121,4.144,1.181,-12.732,6.488,-149.474,0.040,0.028,0.048,325.243,70.377,
2.238,4.135,1.189,3.161,4.748,-149.633,-0.070,0.069,0.098,45.294,-1.355,
2.361,4.164,1.207,10.896,2.860,-134.738,0.235,0.148,0.278,327.805,121.084,
3.725,4.187,1.203,16.735,14.848,-132.410,0.017,-0.003,0.017,259.115,1.707,
3.968,4.164,1.155,3.847,10.687,-165.447,-0.092,-0.197,0.217,115.147,-135.642,
4.091,4.145,1.143,-0.924,8.230,-174.588,-0.160,-0.096,0.186,149.065,-74.497,
4.226,4.114,1.163,9.454,21.202,176.201,-0.225,0.147,0.269,56.855,2599.344,
4.370,4.099,1.179,8.602,21.268,172.320,-0.109,0.112,0.156,44.189,-26.931,
4.495,4.101,1.178,10.164,20.091,173.807,0.020,-0.007,0.021,250.843,11.899,
4.630,4.111,1.178,-2.171,12.187,175.672,0.069,-0.000,0.069,269.807,13.882,
4.758,4.123,1.189,-5.164,9.082,178.148,0.094,0.080,0.123,319.453,19.320,
4.900,4.125,1.189,-4.166,8.725,178.413,0.014,0.004,0.015,342.903,1.867,
5.027,4.124,1.191,-4.552,8.172,178.358,-0.003,0.012,0.012,13.656,-0.437,
5.151,4.124,1.192,-4.445,8.363,178.347,0.002,0.006,0.007,283.517,-0.089,
5.282,4.125,1.192,-4.165,8.501,178.300,0.004,0.007,0.008,299.012,-0.358,
5.405,4.125,1.192,-3.600,8.240,178.331,0.002,-0.004,0.005,209.276,0.251,
5.533,4.126,1.192,-3.723,8.235,178.334,0.003,0.002,0.004,321.783,0.025,
5.657,4.126,1.194,-3.415,7.686,178.775,0.008,0.010,0.012,307.547,3.536,
5.778,4.127,1.194,-3.050,7.170,179.606,0.003,0.006,0.006,300.512,6.863,
5.914,4.126,1.194,-3.410,7.379,-176.623,-0.003,-0.001,0.003,163.245,-2632.356,
6.038,4.132,1.191,-0.336,6.271,-165.958,0.042,-0.022,0.048,241.969,85.771,
6.276,4.166,1.178,8.649,2.294,-140.575,0.145,-0.058,0.156,248.317,106.505,
6.389,4.169,1.203,7.134,-1.886,-129.472,0.024,0.223,0.224,276.023,98.299,
6.504,4.166,1.226,10.170,-0.617,-117.559,-0.021,0.199,0.200,5.927,103.773,
6.644,4.165,1.230,9.473,-2.324,-107.928,-0.012,0.035,0.036,18.641,69.123,
6.776,4.164,1.235,8.541,-3.346,-103.734,-0.007,0.036,0.037,10.455,31.744,
6.909,4.163,1.243,3.852,-2.314,-98.959,-0.006,0.060,0.061,5.888,35.660,
7.059,4.162,1.248,2.088,-0.030,-97.832,-0.007,0.034,0.035,12.139,7.549,
7.179,4.162,1.250,2.628,2.226,-97.866,0.001,0.012,0.013,276.221,-0.286,
7.300,4.162,1.253,3.416,0.956,-97.564,0.000,0.022,0.022,270.724,2.484,
7.435,4.163,1.252,3.132,1.118,-97.530,0.009,-0.001,0.010,264.501,0.258,
7.561,4.164,1.253,3.638,1.158,-97.457,0.002,0.002,0.003,311.116,0.578,
7.684,4.163,1.254,3.332,1.334,-97.299,-0.006,0.010,0.011,30.676,1.289,
7.804,4.163,1.252,3.357,1.185,-97.464,0.002,-0.014,0.015,186.275,-1.362,
7.948,4.163,1.252,3.293,1.260,-97.532,0.001,0.000,0.001,345.513,-0.476,
8.070,4.163,1.252,3.486,1.462,-97.535,-0.000,-0.003,0.003,95.216,-0.026,
8.190,4.164,1.252,3.391,1.080,-97.427,0.002,0.003,0.004,300.111,0.901,
8.314,4.164,1.253,3.287,1.172,-97.358,0.001,0.005,0.005,283.439,0.557,
8.443,4.164,1.253,3.679,1.549,-97.384,0.001,0.001,0.001,297.965,-0.205,
8.566,4.164,1.253,3.685,1.563,-97.349,-0.002,-0.000,0.002,173.770,0.290,
8.685,4.164,1.252,3.581,1.369,-97.405,0.003,-0.007,0.008,202.409,-0.478,
8.792,4.164,1.251,3.780,1.225,-97.571,0.002,-0.009,0.009,191.114,-1.559,
8.903,4.164,1.251,4.884,1.369,-97.649,-0.003,-0.001,0.003,155.395,-0.691,
9.019,4.164,1.250,3.741,1.433,-97.627,0.001,-0.006,0.006,194.806,0.186,
9.136,4.164,1.251,3.839,1.221,-97.607,-0.001,0.002,0.002,15.473,0.173,
9.260,4.163,1.252,3.579,1.060,-97.413,-0.005,0.008,0.010,29.587,1.563,
9.380,4.164,1.251,4.475,1.535,-97.482,0.004,-0.003,0.005,235.408,-0.570,
9.501,4.163,1.252,3.938,-0.102,-97.299,-0.003,0.007,0.008,22.929,1.509,
9.626,4.164,1.252,4.333,0.372,-97.350,0.005,0.001,0.006,344.925,-0.407,
9.751,4.163,1.253,3.596,1.290,-97.393,-0.008,0.005,0.009,58.910,-0.342,
9.867,4.164,1.257,5.190,1.956,-97.166,0.007,0.038,0.039,280.687,1.965,
9.987,4.163,1.265,4.530,2.424,-96.254,-0.011,0.067,0.068,9.684,7.581,
10.109,4.162,1.272,4.354,2.735,-95.875,-0.002,0.051,0.051,2.033,3.117,
10.233,4.153,1.292,11.948,0.928,-91.240,-0.077,0.164,0.182,25.229,37.241,
10.350,4.147,1.296,13.814,-0.154,-88.547,-0.050,0.032,0.060,57.604,23.026,
10.468,4.142,1.308,19.861,-2.135,-83.875,-0.037,0.103,0.110,19.913,39.584,
10.696,4.144,1.310,10.860,-8.085,-83.012,0.006,0.009,0.011,303.802,3.791,
10.825,4.142,1.311,8.999,-5.565,-83.101,-0.013,0.010,0.016,50.436,-0.687,
10.943,4.141,1.316,8.825,-8.384,-82.499,-0.008,0.042,0.043,10.794,5.116,
11.072,4.137,1.322,17.928,-4.837,-81.609,-0.033,0.047,0.057,35.185,6.907,
11.198,4.137,1.325,12.992,-6.994,-81.707,0.003,0.022,0.022,277.565,-0.768,
11.317,4.137,1.324,13.781,-3.647,-82.225,-0.004,-0.011,0.012,111.535,-4.354,
11.440,4.139,1.319,10.319,-2.193,-83.312,0.020,-0.042,0.046,205.206,-8.903,
11.555,4.137,1.325,10.581,-2.016,-83.050,-0.018,0.050,0.053,19.993,2.270,
11.684,4.136,1.327,13.142,-3.272,-82.685,-0.007,0.018,0.020,21.646,2.822,
11.806,4.138,1.323,16.571,-2.955,-82.912,0.017,-0.034,0.038,206.583,-1.868,
11.940,4.140,1.322,18.032,-3.434,-83.244,0.015,-0.006,0.017,248.305,-2.472,
12.208,4.159,1.311,23.532,2.248,-92.029,0.070,-0.041,0.081,239.848,-32.768,
