Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
22.109,4.140,1.047,-18.973,7.815,-176.672,0.187,0.047,0.193,345.804,-7.991,
22.224,4.139,1.094,-8.103,19.479,179.591,-0.010,0.406,0.406,1.405,3113.455,
22.348,4.148,1.099,-9.868,22.996,-179.773,0.071,0.045,0.084,327.277,-2890.363,
22.458,4.151,1.107,-9.392,21.029,-179.574,0.025,0.066,0.070,290.830,1.812,
22.574,4.151,1.108,-9.513,19.866,-179.578,0.003,0.009,0.010,287.898,-0.035,
22.681,4.152,1.110,-8.929,18.204,-179.946,0.008,0.017,0.019,296.205,-3.439,
22.799,4.155,1.111,-8.408,17.757,179.916,0.031,0.012,0.033,338.692,3046.654,
22.909,4.163,1.112,-7.489,17.313,179.212,0.067,0.010,0.068,351.805,-6.380,
23.028,4.195,1.131,-6.308,16.483,-179.005,0.276,0.162,0.320,329.624,-3044.789,
23.137,4.203,1.134,-7.555,17.411,-178.541,0.071,0.027,0.076,339.164,4.233,
23.259,4.207,1.136,-7.543,17.106,-178.234,0.029,0.017,0.034,329.783,2.514,
23.376,4.208,1.137,-7.450,17.181,-178.071,0.014,0.011,0.017,321.134,1.391,
23.488,4.209,1.139,-7.286,17.193,-178.038,0.007,0.012,0.014,300.399,0.295,
23.602,4.207,1.138,-7.211,16.911,-178.196,-0.015,-0.005,0.016,160.241,-1.376,
23.720,4.207,1.137,-7.369,16.850,-178.238,-0.006,-0.006,0.008,131.238,-0.362,
23.834,4.205,1.137,-7.461,16.935,-178.209,-0.013,-0.002,0.013,173.318,0.259,
23.950,4.206,1.138,-7.164,16.697,-178.178,0.003,0.009,0.009,289.303,0.268,
24.074,4.206,1.139,-7.629,17.428,-178.132,0.005,0.006,0.007,311.968,0.371,
24.198,4.207,1.139,-7.489,17.323,-178.104,0.009,0.004,0.010,334.506,0.225,
24.311,4.208,1.139,-7.333,16.819,-178.055,0.010,-0.001,0.010,263.556,0.431,
24.431,4.208,1.139,-7.223,16.862,-178.192,0.000,-0.004,0.004,182.725,-1.145,
24.544,4.206,1.139,-7.624,16.896,-178.283,-0.022,0.003,0.022,82.168,-0.809,
24.667,4.206,1.139,-7.340,16.786,-178.259,-0.004,0.002,0.004,57.391,0.200,
24.792,4.202,1.136,-7.108,16.712,-178.626,-0.025,-0.028,0.037,131.759,-2.924,
