Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
2.151,3.901,1.312,12.592,-21.404,4.854,1.814,0.610,1.914,341.408,2.257,
2.270,3.916,1.323,8.340,-23.610,4.630,0.125,0.090,0.154,324.153,-1.864,
2.391,3.922,1.327,3.581,-22.437,5.015,0.045,0.034,0.057,323.172,3.190,
2.515,3.923,1.330,1.947,-21.986,4.944,0.014,0.025,0.029,298.777,-0.572,
2.630,3.926,1.331,1.600,-22.507,4.768,0.028,0.007,0.029,345.934,-1.540,
2.757,3.930,1.330,1.305,-22.826,4.799,0.030,-0.009,0.031,253.975,0.248,
2.879,3.933,1.331,1.261,-23.107,4.724,0.022,0.010,0.024,336.582,-0.620,
3.006,3.933,1.332,0.644,-22.672,4.526,-0.003,0.008,0.008,19.801,-1.557,
3.129,3.935,1.334,1.447,-22.977,4.533,0.016,0.017,0.023,313.211,0.063,
3.250,3.936,1.335,1.178,-22.567,4.504,0.008,0.006,0.010,323.319,-0.246,
3.375,3.937,1.334,1.326,-22.664,4.514,0.010,-0.008,0.013,232.011,0.084,
3.500,3.938,1.334,0.977,-22.108,4.451,0.007,-0.001,0.007,265.531,-0.506,
3.624,3.937,1.333,1.338,-22.491,4.632,-0.005,-0.005,0.007,137.540,1.451,
3.746,3.937,1.333,1.002,-21.819,4.612,0.001,-0.001,0.002,232.699,-0.164,
3.875,3.935,1.331,1.340,-22.255,4.754,-0.014,-0.015,0.020,133.238,1.097,
3.993,3.934,1.331,1.176,-22.358,4.758,-0.009,-0.002,0.009,170.266,0.035,
4.109,3.933,1.332,1.345,-22.056,4.828,-0.015,0.010,0.018,55.369,0.605,
4.229,3.931,1.331,1.350,-22.207,4.853,-0.010,-0.012,0.016,129.430,0.208,
4.360,3.932,1.332,1.560,-22.190,4.849,0.002,0.006,0.007,291.078,-0.032,
4.477,3.934,1.333,1.435,-21.834,4.655,0.017,0.015,0.023,319.081,-1.649,
4.603,3.937,1.337,0.532,-21.295,4.205,0.027,0.031,0.041,310.434,-3.558,
4.722,3.934,1.333,1.542,-21.765,4.746,-0.028,-0.037,0.047,126.903,4.549,
4.840,3.929,1.327,1.169,-20.803,5.057,-0.039,-0.051,0.064,127.175,2.638,
4.974,3.924,1.321,1.942,-21.217,5.835,-0.038,-0.043,0.057,131.507,5.807,
5.095,3.926,1.322,1.825,-21.336,5.610,0.013,0.006,0.014,333.556,-1.856,
5.218,3.927,1.324,1.816,-21.451,5.542,0.009,0.015,0.018,301.445,-0.553,
5.338,3.927,1.323,1.842,-21.724,5.551,-0.001,-0.002,0.002,124.407,0.072,
5.460,3.927,1.324,1.629,-21.259,5.539,0.001,0.006,0.006,278.988,-0.094,
5.579,3.928,1.324,2.858,-22.576,5.549,0.009,-0.003,0.009,252.957,0.082,
5.702,3.928,1.326,1.560,-21.220,5.393,0.003,0.013,0.014,280.986,-1.277,
5.823,3.928,1.327,1.371,-21.171,5.259,0.002,0.010,0.010,282.016,-1.104,
5.952,3.927,1.326,1.375,-21.214,5.432,-0.012,-0.006,0.014,155.690,1.334,
6.077,3.925,1.327,1.578,-21.344,5.626,-0.012,0.006,0.013,61.395,1.557,
6.196,3.925,1.327,1.481,-21.221,5.607,-0.003,0.005,0.005,31.673,-0.160,
6.316,3.926,1.329,1.378,-21.035,5.438,0.010,0.014,0.018,306.616,-1.410,
6.448,3.926,1.329,1.155,-21.217,5.460,-0.003,0.001,0.003,72.311,0.163,
6.580,3.926,1.330,1.104,-20.670,5.449,0.004,0.004,0.005,315.454,-0.078,
6.694,3.924,1.330,2.355,-20.894,5.724,-0.021,0.001,0.021,87.005,2.392,
