Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
1.926,4.176,1.232,2.998,1.680,-88.648,2.169,0.640,2.261,343.558,-46.030,
2.039,4.171,1.234,2.706,2.457,-88.687,-0.048,0.012,0.050,76.442,-0.348,
2.152,4.171,1.235,-0.748,2.658,-88.634,0.002,0.011,0.011,279.790,0.478,
2.251,4.174,1.237,-10.841,5.803,-87.332,0.031,0.020,0.037,327.971,13.079,
2.360,4.173,1.237,-8.555,4.322,-87.898,-0.013,-0.002,0.014,170.766,-5.203,
2.476,4.170,1.236,-1.016,1.807,-88.957,-0.026,-0.004,0.027,171.085,-9.158,
2.589,4.164,1.236,3.730,1.611,-89.245,-0.047,0.000,0.047,89.866,-2.561,
2.702,4.162,1.236,4.275,1.865,-89.463,-0.021,-0.002,0.021,173.995,-1.915,
2.823,4.162,1.236,5.386,1.740,-89.509,-0.001,-0.003,0.003,101.404,-0.378,
2.933,4.162,1.236,4.535,1.725,-89.476,0.004,0.002,0.004,338.896,0.295,
3.043,4.162,1.236,3.894,1.658,-89.429,-0.001,0.002,0.002,20.861,0.436,
3.154,4.162,1.236,4.723,1.754,-89.532,-0.000,0.003,0.003,7.764,-0.931,
3.271,4.162,1.237,4.995,1.732,-89.540,0.001,0.003,0.003,297.073,-0.066,
3.389,4.163,1.237,4.257,1.619,-89.468,0.005,0.004,0.007,321.857,0.604,
3.496,4.163,1.237,3.786,1.436,-89.471,0.003,-0.001,0.003,242.936,-0.024,
3.613,4.163,1.237,4.339,1.540,-89.497,0.000,-0.002,0.002,187.019,-0.224,
3.726,4.164,1.237,4.258,1.487,-89.514,0.002,-0.001,0.002,232.851,-0.148,
3.831,4.164,1.236,3.877,1.490,-89.576,0.003,-0.003,0.004,225.310,-0.592,
3.944,4.164,1.236,3.343,1.574,-89.632,0.002,-0.003,0.003,216.819,-0.491,
4.065,4.164,1.236,3.307,1.556,-89.668,0.001,0.000,0.001,344.865,-0.298,
4.182,4.164,1.236,3.503,1.724,-89.737,0.001,-0.002,0.002,213.613,-0.589,
4.290,4.164,1.236,3.298,1.649,-89.805,-0.000,-0.002,0.002,97.291,-0.631,
4.405,4.162,1.234,15.270,5.773,-91.091,-0.022,-0.015,0.026,145.639,-11.252,
4.505,4.164,1.235,3.353,1.552,-89.832,0.025,0.014,0.029,330.380,12.531,
4.617,4.165,1.235,3.344,1.789,-89.953,0.002,-0.002,0.003,224.569,-1.072,
4.736,4.165,1.235,3.033,1.664,-89.926,0.000,0.001,0.001,275.104,0.227,
4.846,4.165,1.235,2.660,1.728,-89.941,0.000,0.002,0.002,270.220,-0.135,
4.962,4.165,1.236,3.239,1.866,-90.082,0.000,0.001,0.001,288.128,-1.205,
5.070,4.165,1.236,3.108,1.792,-90.074,0.001,0.003,0.003,295.344,0.069,
5.180,4.164,1.236,2.982,1.830,-90.004,-0.003,0.000,0.003,83.322,0.639,
5.298,4.165,1.235,2.589,1.779,-90.007,0.001,-0.003,0.004,197.881,-0.024,
5.409,4.165,1.235,3.280,1.821,-90.083,0.000,-0.002,0.002,184.871,-0.686,
5.520,4.162,1.234,13.225,4.341,-90.927,-0.021,-0.011,0.024,151.671,-7.618,
5.648,4.165,1.235,3.255,1.906,-90.056,0.018,0.007,0.020,339.334,6.810,
5.757,4.162,1.233,15.126,5.787,-91.374,-0.020,-0.013,0.024,145.894,-12.107,
5.979,4.166,1.236,2.527,1.806,-89.955,0.014,0.010,0.018,324.902,6.377,
6.189,4.165,1.236,2.773,1.847,-89.941,-0.002,0.003,0.004,23.722,0.066,
6.298,4.166,1.236,2.623,2.174,-90.022,0.007,-0.002,0.007,253.672,-0.745,
6.419,4.166,1.236,2.669,2.031,-90.060,0.001,-0.002,0.002,202.364,-0.313,
6.533,4.166,1.236,1.974,2.016,-90.041,0.002,-0.001,0.002,254.530,0.167,
6.646,4.164,1.234,15.456,6.250,-91.525,-0.023,-0.018,0.029,141.736,-13.128,
6.757,4.166,1.235,2.472,2.126,-90.120,0.023,0.014,0.027,328.582,12.610,
6.869,4.166,1.235,2.622,2.110,-90.118,-0.001,-0.001,0.002,129.922,0.018,
6.984,4.167,1.235,2.029,2.056,-90.100,0.003,-0.001,0.004,246.871,0.160,
7.133,4.167,1.235,1.836,2.032,-90.087,0.000,-0.000,0.000,246.546,0.086,
7.261,4.168,1.235,-2.120,3.321,-89.707,0.006,0.002,0.007,343.564,2.961,
7.420,4.167,1.235,-0.765,2.897,-89.876,-0.001,-0.000,0.001,161.270,-1.064,
7.669,4.167,1.235,1.877,2.116,-90.143,-0.003,-0.001,0.003,156.248,-1.074,
7.778,4.167,1.235,1.873,2.145,-90.153,0.003,0.001,0.003,344.303,-0.088,
7.903,4.167,1.235,1.740,2.082,-90.178,-0.000,0.000,0.000,32.703,-0.204,
8.030,4.169,1.234,-0.292,2.731,-90.097,0.018,-0.005,0.019,253.742,0.638,
