Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
2.141,4.228,1.233,24.848,0.376,-91.730,1.975,0.576,2.057,343.746,-42.852,
2.245,4.221,1.237,11.058,0.737,-91.541,-0.067,0.043,0.079,56.963,1.811,
2.343,4.216,1.240,13.144,-0.257,-91.203,-0.046,0.030,0.055,56.860,3.472,
2.449,4.212,1.241,14.165,0.009,-91.174,-0.037,0.011,0.039,73.310,0.267,
2.558,4.206,1.241,14.613,1.048,-91.790,-0.055,0.001,0.055,88.788,-5.654,
2.665,4.204,1.242,16.474,1.203,-92.091,-0.021,0.000,0.021,88.977,-2.825,
2.777,4.203,1.242,16.012,1.054,-91.821,-0.013,0.002,0.013,81.710,2.411,
2.877,4.202,1.243,14.431,1.074,-91.658,-0.008,0.009,0.012,40.411,1.634,
2.982,4.201,1.243,15.096,1.237,-91.769,-0.012,0.002,0.012,81.819,-1.062,
3.088,4.200,1.243,14.028,1.286,-91.783,-0.009,0.001,0.009,82.667,-0.134,
3.196,4.199,1.243,13.742,1.500,-91.758,-0.004,-0.002,0.005,156.545,0.236,
3.299,4.199,1.243,14.914,1.435,-91.767,-0.000,-0.001,0.001,91.150,-0.090,
3.404,4.199,1.242,14.542,1.574,-91.776,0.000,-0.002,0.002,180.926,-0.083,
3.559,4.199,1.242,14.394,1.547,-91.774,-0.000,-0.003,0.003,93.463,0.013,
3.732,4.194,1.241,14.222,1.435,-91.878,-0.028,-0.008,0.029,163.513,-0.603,
3.860,4.187,1.240,13.836,2.086,-92.215,-0.057,-0.007,0.058,173.072,-2.622,
3.977,4.170,1.238,15.615,2.060,-92.720,-0.148,-0.011,0.149,175.591,-4.328,
4.096,4.158,1.237,16.150,4.284,-94.048,-0.095,-0.014,0.096,171.603,-11.157,
4.212,4.155,1.234,17.600,4.991,-95.106,-0.032,-0.025,0.040,142.230,-9.121,
4.325,4.155,1.234,15.805,4.822,-94.904,0.004,-0.002,0.004,242.372,1.786,
4.442,4.155,1.234,15.358,4.532,-94.831,0.001,0.004,0.004,287.125,0.625,
4.561,4.156,1.234,15.782,4.700,-94.981,0.005,0.001,0.005,344.766,-1.261,
4.686,4.156,1.234,15.608,4.618,-94.974,0.003,0.002,0.004,321.220,0.056,
4.802,4.156,1.235,15.052,4.522,-94.911,0.002,0.001,0.002,324.223,0.539,
4.913,4.157,1.234,15.290,4.409,-94.940,0.001,-0.003,0.004,203.363,-0.253,
5.028,4.156,1.234,14.990,4.577,-94.993,-0.002,-0.005,0.005,114.469,-0.461,
5.154,4.157,1.233,15.141,4.355,-95.049,0.001,-0.004,0.004,188.806,-0.447,
5.269,4.157,1.233,14.770,4.558,-95.108,0.001,-0.003,0.003,207.344,-0.517,
5.382,4.157,1.233,15.036,4.390,-95.178,0.002,0.001,0.002,342.128,-0.613,
5.499,4.157,1.233,14.704,4.567,-95.234,0.003,0.001,0.003,347.034,-0.482,
5.730,4.158,1.233,14.906,4.745,-95.512,0.004,-0.000,0.004,267.114,-1.202,
5.842,4.158,1.234,14.366,4.321,-95.199,-0.000,0.007,0.007,3.831,2.790,
5.954,4.160,1.234,9.776,2.400,-94.544,0.014,0.006,0.015,338.124,5.889,
