Count,Time,Tag ID,Distance,X,Y,Z,Pitch,Roll,Yaw
0,10.405,0,1.164,0.147,-0.126,1.148,-0.263,0.037,-1.463,
1,10.539,0,1.159,0.136,-0.127,1.144,-0.208,0.067,-1.475,
2,10.672,0,1.169,0.135,-0.127,1.154,-0.173,0.061,-1.481,
3,10.807,0,1.177,0.136,-0.124,1.162,-0.167,0.053,-1.477,
4,10.940,0,1.179,0.138,-0.124,1.164,-0.160,0.057,-1.472,
5,11.088,0,1.173,0.141,-0.127,1.157,-0.187,0.083,-1.468,
6,11.216,0,1.172,0.142,-0.127,1.157,-0.192,0.083,-1.466,
7,11.348,0,1.175,0.142,-0.127,1.159,-0.195,0.077,-1.464,
8,11.489,0,1.177,0.142,-0.127,1.162,-0.193,0.077,-1.466,
9,11.630,0,1.176,0.141,-0.127,1.160,-0.194,0.082,-1.467,
10,11.912,0,1.177,0.139,-0.126,1.162,-0.193,0.080,-1.468,
11,12.051,0,1.177,0.139,-0.126,1.161,-0.190,0.083,-1.470,
12,12.177,0,1.176,0.138,-0.126,1.162,-0.187,0.078,-1.469,
13,12.318,0,1.172,0.141,-0.128,1.157,-0.196,0.084,-1.466,
14,12.456,0,1.172,0.143,-0.130,1.156,-0.193,0.089,-1.466,
15,12.587,0,1.174,0.145,-0.129,1.158,-0.184,0.091,-1.468,
16,12.749,0,1.176,0.143,-0.131,1.160,-0.181,0.090,-1.471,
17,12.877,0,1.173,0.139,-0.135,1.156,-0.183,0.093,-1.475,
