Count,Time,Tag ID,Distance,X,Y,Z,Pitch,Roll,Yaw
0,2.064,0,0.495,0.001,-0.031,0.494,0.188,-0.396,-0.118,
1,2.186,0,0.512,0.015,-0.009,0.511,0.168,-0.248,0.007,
2,2.296,0,0.521,0.017,-0.007,0.521,0.085,-0.205,0.010,
3,2.407,0,0.527,0.018,-0.005,0.527,0.034,-0.198,0.013,
4,2.541,0,0.529,0.019,-0.002,0.528,0.019,-0.162,0.017,
5,2.665,0,0.527,0.019,-0.001,0.527,0.052,-0.150,0.024,
6,2.915,0,0.518,0.018,-0.000,0.518,0.150,-0.143,0.031,
7,3.041,0,0.516,0.017,-0.000,0.516,0.165,-0.139,0.028,
8,3.155,0,0.516,0.017,-0.001,0.516,0.152,-0.137,0.027,
9,3.272,0,0.517,0.018,-0.000,0.517,0.148,-0.136,0.028,
10,3.397,0,0.516,0.018,-0.001,0.516,0.147,-0.136,0.027,
11,3.525,0,0.515,0.018,-0.001,0.514,0.158,-0.138,0.029,
12,3.675,0,0.513,0.018,-0.002,0.513,0.162,-0.136,0.030,
13,3.828,0,0.514,0.018,-0.002,0.513,0.149,-0.134,0.029,
14,3.986,0,0.513,0.018,-0.002,0.513,0.158,-0.133,0.030,
15,4.100,0,0.513,0.018,-0.002,0.512,0.160,-0.133,0.030,
16,4.220,0,0.513,0.018,-0.002,0.512,0.156,-0.130,0.030,
17,4.338,0,0.512,0.018,-0.002,0.512,0.156,-0.133,0.030,
18,4.592,0,0.513,0.019,-0.001,0.512,0.154,-0.139,0.033,
19,4.712,0,0.513,0.019,-0.001,0.512,0.152,-0.141,0.033,
20,4.878,0,0.513,0.019,-0.001,0.513,0.147,-0.143,0.034,
21,5.015,0,0.513,0.019,-0.001,0.512,0.144,-0.139,0.034,
22,5.152,0,0.512,0.019,-0.001,0.512,0.154,-0.141,0.036,
23,5.287,0,0.512,0.019,-0.001,0.512,0.159,-0.147,0.038,
24,5.466,0,0.513,0.020,-0.001,0.512,0.155,-0.146,0.039,
25,5.632,0,0.513,0.020,-0.001,0.512,0.144,-0.141,0.038,
26,5.797,0,0.512,0.020,-0.001,0.512,0.143,-0.141,0.038,
27,5.978,0,0.507,0.024,-0.002,0.507,0.125,-0.127,0.041,
