Count,Time,Tag ID,Distance,X,Y,Z,Pitch,Roll,Yaw
0,1.649,0,1.136,0.244,-0.156,1.099,0.091,0.431,3.101,
1,1.912,0,1.166,0.214,-0.050,1.145,-0.047,0.244,-3.111,
2,2.163,0,1.150,0.147,-0.061,1.139,-0.012,0.258,3.116,
3,2.293,0,1.133,0.135,-0.059,1.124,-0.055,0.255,3.131,
4,2.416,0,1.139,0.125,-0.061,1.130,-0.031,0.249,3.117,
5,2.552,0,1.138,0.120,-0.064,1.130,-0.021,0.238,3.117,
6,2.678,0,1.140,0.117,-0.065,1.132,-0.010,0.231,3.115,
7,2.802,0,1.133,0.117,-0.072,1.125,-0.016,0.239,3.117,
8,2.947,0,1.133,0.122,-0.075,1.124,-0.007,0.235,3.116,
9,3.062,0,1.132,0.126,-0.074,1.123,0.003,0.233,3.119,
10,3.179,0,1.128,0.126,-0.075,1.119,-0.002,0.232,3.121,
11,3.299,0,1.128,0.128,-0.075,1.118,0.003,0.232,3.124,
12,3.428,0,1.127,0.129,-0.076,1.117,0.007,0.230,3.125,
13,3.565,0,1.127,0.131,-0.076,1.116,0.004,0.233,3.128,
14,3.689,0,1.126,0.133,-0.077,1.116,0.008,0.236,3.128,
15,3.812,0,1.125,0.134,-0.076,1.114,0.004,0.238,3.131,
16,3.933,0,1.128,0.134,-0.077,1.118,0.014,0.226,3.130,
17,4.061,0,1.127,0.133,-0.077,1.117,0.003,0.243,3.130,
18,4.184,0,1.126,0.133,-0.075,1.116,-0.004,0.242,3.132,
19,4.310,0,1.127,0.133,-0.074,1.117,-0.005,0.246,3.130,
20,4.428,0,1.126,0.133,-0.073,1.116,-0.008,0.244,3.131,
21,4.553,0,1.128,0.133,-0.074,1.118,-0.002,0.239,3.131,
22,4.676,0,1.126,0.135,-0.073,1.116,-0.011,0.243,3.132,
