Count,Time,Tag ID,Distance,X,Y,Z,Pitch,Roll,Yaw
0,3.452,0,1.136,0.020,-0.122,1.129,-0.099,0.265,3.050,
1,3.679,0,1.220,0.033,-0.107,1.215,-0.034,0.138,3.131,
2,3.901,0,1.220,0.044,-0.093,1.216,-0.045,0.140,-3.117,
3,4.141,0,1.230,0.045,-0.086,1.226,-0.053,0.150,-3.112,
4,4.347,0,1.226,0.048,-0.083,1.222,-0.114,0.157,-3.096,
5,4.573,0,1.235,0.044,-0.086,1.231,-0.051,0.145,-3.109,
6,4.807,0,1.234,0.046,-0.086,1.230,-0.052,0.145,-3.108,
7,5.043,0,1.237,0.047,-0.086,1.233,-0.051,0.147,-3.106,
8,5.247,0,1.237,0.048,-0.087,1.233,-0.052,0.148,-3.106,
9,5.450,0,1.229,0.053,-0.086,1.225,-0.056,0.136,-3.102,
