Count,Time,Tag ID,Distance,X,Y,Z,Pitch,Roll,Yaw
0,2.096,0,1.141,0.108,-0.145,1.126,-0.016,0.104,-1.530,
1,2.354,0,1.180,0.093,-0.166,1.165,-0.008,0.108,-1.568,
2,2.471,0,1.183,0.091,-0.161,1.168,-0.020,0.092,-1.546,
3,2.598,0,1.186,0.089,-0.161,1.172,-0.024,0.093,-1.543,
4,2.726,0,1.181,0.088,-0.163,1.166,-0.030,0.105,-1.543,
5,2.861,0,1.193,0.087,-0.161,1.179,0.087,0.099,-1.553,
6,2.984,0,1.181,0.090,-0.164,1.166,-0.032,0.104,-1.541,
7,3.105,0,1.192,0.092,-0.161,1.177,0.071,0.117,-1.551,
8,3.225,0,1.192,0.094,-0.155,1.178,0.178,0.085,-1.552,
9,3.347,0,1.179,0.097,-0.161,1.164,-0.048,0.125,-1.534,
10,3.470,0,1.174,0.098,-0.160,1.159,-0.062,0.144,-1.533,
