Count,Time,Tag ID,Distance,X,Y,Z,Pitch,Roll,Yaw
0,2.131,0,1.284,0.158,-0.227,1.254,-0.010,-0.260,0.151,
1,2.252,0,1.306,0.142,-0.253,1.274,-0.008,-0.267,0.128,
2,2.364,0,1.320,0.134,-0.263,1.287,-0.011,-0.275,0.101,
3,2.484,0,1.313,0.135,-0.254,1.281,0.026,-0.321,0.113,
4,2.608,0,1.314,0.136,-0.254,1.282,-0.009,-0.254,0.108,
5,2.723,0,1.312,0.137,-0.254,1.280,-0.006,-0.278,0.109,
6,2.841,0,1.312,0.138,-0.252,1.280,-0.001,-0.281,0.110,
7,2.951,0,1.310,0.139,-0.254,1.277,-0.015,-0.262,0.108,
8,3.070,0,1.305,0.140,-0.249,1.273,0.020,-0.321,0.119,
9,3.310,0,1.311,0.140,-0.250,1.279,-0.015,-0.262,0.114,
10,3.427,0,1.310,0.140,-0.249,1.278,-0.007,-0.275,0.115,
11,3.549,0,1.309,0.141,-0.249,1.277,-0.016,-0.261,0.114,
12,3.900,0,1.309,0.142,-0.248,1.277,-0.015,-0.258,0.118,
13,4.144,0,1.306,0.141,-0.247,1.274,-0.000,-0.285,0.124,
14,4.260,0,1.302,0.142,-0.245,1.271,0.026,-0.320,0.131,
15,4.378,0,1.308,0.142,-0.247,1.277,-0.019,-0.251,0.122,
16,4.497,0,1.303,0.142,-0.244,1.272,0.031,-0.330,0.132,
17,4.614,0,1.309,0.143,-0.246,1.278,-0.018,-0.255,0.123,
18,4.741,0,1.308,0.143,-0.245,1.277,0.004,-0.291,0.127,
19,4.862,0,1.306,0.142,-0.244,1.275,0.023,-0.319,0.130,
20,4.998,0,1.307,0.143,-0.244,1.276,0.017,-0.311,0.129,
21,5.147,0,1.309,0.144,-0.246,1.278,-0.018,-0.262,0.124,
22,5.288,0,1.308,0.143,-0.245,1.277,-0.013,-0.263,0.124,
