Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
4.148,-0.022,0.027,9.522,-11.952,3.293,-0.005,0.006,0.008,40.135,0.794,
4.250,-0.039,0.009,11.890,-10.439,3.910,-0.158,-0.170,0.233,132.940,6.035,
4.360,-0.050,-0.007,16.965,-8.093,6.247,-0.101,-0.143,0.175,125.192,21.260,
4.464,-0.057,-0.020,20.567,-9.731,8.408,-0.069,-0.131,0.148,117.556,20.786,
4.671,-0.059,-0.029,17.442,-9.523,8.106,-0.012,-0.041,0.042,106.399,-1.459,
4.772,-0.060,-0.029,16.073,-9.445,8.122,-0.003,-0.007,0.008,112.972,0.160,
4.889,-0.060,-0.031,16.329,-9.290,8.331,-0.005,-0.011,0.012,115.072,1.786,
5.005,-0.060,-0.031,16.310,-8.994,8.531,0.000,-0.007,0.007,180.125,1.724,
5.278,-0.061,-0.031,15.565,-8.524,8.377,-0.002,0.000,0.002,81.480,-0.563,
5.397,-0.062,-0.031,15.724,-8.431,8.356,-0.006,0.001,0.006,81.290,-0.178,
5.513,-0.062,-0.031,16.650,-8.430,8.468,-0.004,-0.001,0.004,170.075,0.961,
5.650,-0.063,-0.031,17.704,-8.772,8.503,-0.009,0.001,0.009,81.442,0.255,
5.759,-0.064,-0.031,17.571,-8.804,8.537,-0.008,0.001,0.008,82.921,0.317,
