Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
1.191,4.137,1.315,9.972,-31.214,-4.197,3.474,1.104,3.645,342.365,-3.524,
1.397,4.100,1.288,7.273,-20.150,2.673,-0.176,-0.132,0.220,143.064,33.260,
1.568,4.100,1.286,4.635,-19.538,1.308,-0.001,-0.007,0.007,95.346,-8.011,
1.682,4.097,1.281,4.196,-15.884,1.292,-0.025,-0.051,0.057,116.294,-0.144,
1.786,4.096,1.277,3.133,-14.021,1.040,-0.012,-0.031,0.033,112.180,-2.416,
1.899,4.095,1.272,2.257,-14.853,1.196,-0.010,-0.049,0.050,101.863,1.371,
2.006,4.093,1.265,3.679,-13.653,1.839,-0.017,-0.067,0.069,103.976,6.051,
2.116,4.091,1.254,3.592,-12.230,2.569,-0.021,-0.098,0.101,101.830,6.598,
2.270,4.091,1.254,3.879,-12.015,2.651,0.002,0.000,0.002,348.154,0.539,
2.426,4.092,1.255,3.435,-11.663,2.062,0.007,0.008,0.010,308.721,-3.768,
2.577,4.091,1.255,3.235,-11.470,1.974,-0.004,-0.004,0.005,133.327,-0.584,
2.691,4.091,1.254,2.981,-11.805,2.060,-0.004,-0.002,0.004,150.421,0.748,
2.797,4.090,1.254,4.356,-11.308,2.345,-0.007,-0.004,0.008,151.426,2.712,
2.906,4.090,1.253,3.723,-11.474,2.346,-0.004,-0.006,0.007,121.094,0.002,
3.023,4.089,1.253,3.767,-10.900,2.440,-0.006,-0.002,0.007,159.854,0.806,
3.137,4.089,1.252,4.490,-11.161,2.566,-0.005,-0.006,0.008,128.593,1.106,
3.251,4.089,1.252,3.365,-10.808,2.363,0.004,-0.000,0.004,269.000,-1.798,
3.363,4.089,1.253,3.604,-10.875,2.463,0.000,0.001,0.002,286.489,0.888,
3.481,4.089,1.253,3.597,-10.718,2.395,0.001,0.005,0.005,278.265,-0.577,
3.597,4.089,1.253,4.278,-11.003,2.562,-0.003,0.002,0.003,54.359,1.441,
3.711,4.088,1.253,4.279,-11.025,2.625,-0.004,-0.004,0.005,133.700,0.546,
3.824,4.088,1.253,3.272,-10.958,2.463,0.000,0.000,0.000,330.830,-1.435,
3.933,4.088,1.253,3.396,-10.923,2.545,-0.001,-0.000,0.001,163.570,0.757,
4.044,4.089,1.255,3.918,-11.152,2.596,0.005,0.015,0.016,286.966,0.455,
4.153,4.088,1.254,3.798,-11.158,2.708,-0.005,-0.002,0.006,157.807,1.026,
4.263,4.087,1.253,3.600,-11.070,2.819,-0.011,-0.010,0.015,138.563,1.014,
4.373,4.086,1.254,4.015,-11.063,3.019,-0.006,0.002,0.006,70.179,1.807,
4.492,4.086,1.254,3.510,-10.674,3.010,-0.004,0.000,0.004,86.532,-0.079,
4.598,4.085,1.253,3.822,-10.969,3.189,-0.005,-0.005,0.006,134.560,1.706,
4.707,4.085,1.252,3.831,-10.990,3.378,-0.008,-0.010,0.012,128.097,1.734,
4.816,4.084,1.252,3.647,-10.899,3.415,-0.002,0.001,0.002,70.056,0.332,
4.929,4.085,1.252,3.707,-10.808,3.476,0.001,-0.001,0.001,233.300,0.542,
5.042,4.084,1.252,3.558,-10.772,3.563,-0.006,-0.001,0.006,170.063,0.777,
5.146,4.083,1.252,3.170,-10.608,3.585,-0.011,0.003,0.012,73.471,0.204,
