Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
5.956,4.056,1.247,-12.388,1.364,-11.370,-0.001,-0.005,0.005,95.307,-1.269,
6.084,4.055,1.247,-12.636,1.669,-11.223,-0.012,0.002,0.012,79.800,1.152,
6.202,4.055,1.246,-12.437,1.402,-11.245,0.003,-0.005,0.006,211.684,-0.192,
6.330,4.055,1.247,-12.620,1.567,-11.172,-0.001,0.002,0.002,18.075,0.574,
6.461,4.055,1.246,-12.872,1.737,-11.054,-0.000,-0.004,0.004,91.810,0.903,
6.584,4.055,1.246,-12.448,1.447,-11.059,-0.001,-0.001,0.002,122.725,-0.043,
6.701,4.055,1.247,-12.056,1.324,-11.034,0.004,0.006,0.007,300.079,0.211,
6.829,4.057,1.248,-12.366,1.289,-11.297,0.017,0.007,0.019,339.184,-2.045,
6.954,4.059,1.247,-12.559,1.673,-11.657,0.016,-0.000,0.016,268.661,-2.885,
7.077,4.061,1.248,-12.083,1.274,-11.868,0.010,0.003,0.010,342.022,-1.721,
7.315,4.061,1.249,-13.629,1.827,-11.883,0.003,0.004,0.005,309.933,-0.062,
7.434,4.061,1.248,-12.920,1.566,-11.863,-0.005,-0.002,0.006,155.367,0.164,
7.556,4.061,1.249,-13.229,1.503,-11.882,-0.000,0.001,0.001,8.509,-0.149,
7.671,4.061,1.248,-13.163,1.296,-11.858,0.004,-0.004,0.006,223.390,0.207,
7.790,4.061,1.248,-13.368,1.140,-11.826,0.001,0.002,0.002,288.873,0.272,
7.912,4.061,1.248,-13.155,1.725,-11.853,0.000,0.000,0.000,337.332,-0.227,
8.031,4.061,1.248,-13.229,1.233,-11.883,0.001,-0.001,0.001,215.642,-0.255,
8.163,4.061,1.248,-13.031,1.304,-11.931,0.001,0.001,0.001,315.860,-0.357,
8.283,4.061,1.248,-13.127,1.635,-11.955,0.000,0.001,0.001,292.029,-0.201,
8.398,4.061,1.248,-13.172,1.298,-11.923,-0.001,-0.001,0.001,140.873,0.277,
8.524,4.061,1.249,-12.866,1.199,-11.903,-0.003,0.002,0.003,58.025,0.158,
8.643,4.061,1.249,-12.898,1.782,-11.878,-0.001,0.003,0.003,23.857,0.212,
8.763,4.061,1.250,-13.595,1.841,-11.829,-0.002,0.005,0.005,19.975,0.411,
8.889,4.060,1.250,-13.064,1.773,-11.798,-0.003,0.001,0.003,69.502,0.243,
9.004,4.059,1.249,-12.935,1.348,-11.714,-0.007,-0.005,0.009,148.027,0.730,
9.120,4.059,1.250,-14.677,2.490,-11.309,-0.006,0.009,0.011,32.086,3.480,
9.474,4.057,1.250,-13.068,1.349,-11.141,-0.004,0.000,0.004,86.665,0.477,
9.610,4.057,1.250,-12.369,1.315,-11.177,-0.000,0.000,0.000,31.034,-0.262,
9.727,4.058,1.251,-12.747,1.635,-11.189,0.003,0.009,0.009,287.190,-0.109,
9.850,4.059,1.252,-13.620,2.057,-11.355,0.013,0.007,0.015,332.646,-1.346,
9.975,4.060,1.252,-13.184,1.785,-11.422,0.005,0.001,0.005,349.705,-0.533,
10.095,4.061,1.252,-13.029,1.702,-11.563,0.006,-0.003,0.006,240.320,-1.178,
10.219,4.060,1.253,-12.760,1.681,-11.539,-0.001,0.005,0.006,13.540,0.189,
10.339,4.061,1.253,-13.921,2.153,-11.627,0.007,0.002,0.007,345.213,-0.730,
10.456,4.061,1.253,-13.842,2.081,-11.628,0.001,0.002,0.003,285.120,-0.014,
10.572,4.060,1.253,-9.410,1.429,-11.996,-0.008,-0.004,0.009,153.371,-3.161,
10.694,4.061,1.253,-13.003,1.895,-11.681,0.007,0.003,0.007,335.802,2.586,
10.812,4.062,1.253,-14.066,2.144,-11.697,0.006,-0.002,0.006,255.458,-0.135,
10.931,4.062,1.253,-13.391,2.043,-11.772,0.002,0.002,0.003,311.626,-0.632,
11.044,4.062,1.253,-13.452,2.028,-11.766,-0.001,-0.003,0.004,107.932,0.048,
11.168,4.062,1.253,-13.562,2.113,-11.714,-0.002,0.002,0.003,37.032,0.421,
11.284,4.062,1.253,-13.451,2.022,-11.700,-0.002,0.000,0.002,75.709,0.120,
11.400,4.062,1.253,-13.549,1.891,-11.694,-0.001,0.003,0.003,16.947,0.050,
11.519,4.061,1.254,-13.734,1.997,-11.687,-0.000,0.003,0.003,8.153,0.058,
11.641,4.061,1.254,-13.755,2.227,-11.525,-0.007,0.002,0.007,75.264,1.331,
11.766,4.060,1.254,-13.667,2.017,-11.470,-0.002,-0.003,0.004,128.194,0.440,
11.901,4.059,1.254,-13.074,1.929,-11.325,-0.007,0.000,0.007,88.691,1.077,
12.049,4.057,1.253,-13.567,2.055,-11.065,-0.013,-0.002,0.013,173.052,1.759,
12.225,4.056,1.253,-13.387,1.828,-10.941,-0.005,-0.000,0.005,175.083,0.705,
12.394,4.055,1.253,-13.025,1.926,-10.738,-0.008,-0.002,0.008,166.021,1.215,
12.563,4.055,1.253,-13.206,2.059,-10.734,0.000,-0.001,0.001,198.288,0.023,
12.746,4.056,1.254,-13.146,1.824,-10.846,0.002,0.006,0.007,285.511,-0.614,
12.870,4.057,1.256,-13.817,2.027,-10.887,0.008,0.015,0.017,299.614,-0.330,
12.998,4.055,1.258,-13.129,2.647,-10.561,-0.012,0.021,0.024,30.262,2.530,
13.125,4.057,1.259,-13.573,2.889,-10.828,0.015,0.001,0.015,356.650,-2.097,
13.241,4.058,1.259,-13.953,2.972,-10.877,0.006,0.002,0.006,344.902,-0.427,
13.363,4.058,1.259,-13.553,2.617,-10.799,-0.000,0.004,0.004,0.575,0.639,
13.487,4.058,1.259,-13.831,2.699,-10.741,0.001,0.001,0.001,298.713,0.467,
13.601,4.057,1.259,-14.059,2.522,-10.751,-0.003,-0.006,0.006,118.438,-0.090,
13.724,4.057,1.259,-12.931,2.446,-10.743,-0.002,0.004,0.005,27.837,0.069,
13.845,4.058,1.259,-14.383,2.696,-10.737,0.011,-0.000,0.011,269.806,0.048,
13.967,4.059,1.259,-14.333,2.453,-10.845,0.004,-0.003,0.006,231.296,-0.890,
14.095,4.056,1.260,-13.915,2.564,-10.633,-0.020,0.012,0.024,60.028,1.657,
14.227,4.056,1.260,-13.103,2.770,-10.647,-0.003,-0.001,0.004,159.288,-0.100,
14.347,4.058,1.259,-13.966,2.281,-10.752,0.015,-0.008,0.017,240.811,-0.888,
14.522,4.058,1.260,-13.885,2.606,-10.781,0.005,0.003,0.005,325.362,-0.163,
14.649,4.059,1.259,-13.738,2.687,-10.891,0.002,-0.003,0.004,215.726,-0.864,
14.771,4.058,1.260,-13.558,2.683,-10.773,-0.006,0.004,0.007,53.351,0.962,
14.891,4.058,1.260,-14.132,2.846,-10.724,0.003,0.002,0.004,318.099,0.413,
15.006,4.058,1.260,-13.917,2.933,-10.681,-0.001,0.001,0.002,43.009,0.368,
15.134,4.058,1.261,-13.861,2.796,-10.628,0.001,0.004,0.004,279.679,0.414,
15.269,4.059,1.261,-14.281,2.945,-10.663,0.004,0.001,0.004,342.520,-0.254,
15.410,4.058,1.261,-13.793,2.664,-10.611,-0.002,0.001,0.002,63.824,0.365,
15.559,4.058,1.261,-14.043,2.936,-10.638,0.000,-0.001,0.001,188.013,-0.182,
15.699,4.058,1.261,-13.686,2.919,-10.653,-0.002,0.002,0.002,45.831,-0.107,
15.838,4.058,1.261,-14.214,2.745,-10.585,0.001,0.001,0.001,290.785,0.490,
15.981,4.053,1.266,-14.804,2.784,-9.934,-0.035,0.034,0.049,45.470,4.582,
16.121,4.050,1.268,-13.902,2.884,-9.518,-0.024,0.012,0.027,63.381,2.961,
16.259,4.046,1.271,-13.805,2.736,-8.878,-0.027,0.019,0.033,55.195,4.629,
16.411,4.036,1.278,-14.156,-2.920,-7.238,-0.069,0.047,0.084,55.671,10.787,
