Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
4.647,4.205,1.257,-9.927,15.026,176.913,0.905,0.270,0.944,343.359,38.070,
4.775,4.196,1.234,-0.065,7.399,176.726,-0.071,-0.181,0.194,111.394,-1.464,
4.915,4.216,1.221,-2.164,8.364,177.947,0.138,-0.088,0.164,237.394,8.685,
5.071,4.229,1.217,-9.023,8.014,179.814,0.088,-0.027,0.092,253.118,11.995,
5.228,4.232,1.207,-7.339,8.855,179.447,0.019,-0.065,0.068,196.174,-2.331,
5.397,4.230,1.197,-3.013,7.022,178.318,-0.011,-0.060,0.061,100.566,-6.708,
5.557,4.233,1.203,-5.233,11.032,178.873,0.016,0.039,0.042,292.571,3.454,
5.864,4.245,1.215,-0.302,12.131,-179.957,0.039,0.038,0.055,316.004,-1170.787,
6.015,4.244,1.236,-9.749,12.344,-177.153,-0.005,0.144,0.144,1.907,18.574,
6.161,4.264,1.250,-15.654,9.703,-174.740,0.134,0.093,0.164,325.166,16.531,
6.618,4.246,1.188,-22.372,8.280,-177.191,-0.040,-0.136,0.142,106.275,-5.362,
6.798,4.225,1.168,-12.620,10.099,179.960,-0.116,-0.111,0.160,136.190,1983.950,
6.939,4.222,1.161,-13.175,11.329,179.583,-0.017,-0.049,0.051,109.040,-2.672,
