Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
2.156,4.267,1.132,-4.725,11.553,-172.058,1.979,0.525,2.048,345.136,-79.822,
2.282,4.261,1.127,-4.631,14.938,-173.626,-0.048,-0.044,0.065,137.779,-12.384,
2.536,4.254,1.112,-3.754,14.516,-175.389,-0.026,-0.057,0.063,114.924,-6.938,
2.734,4.254,1.111,-2.214,12.614,-175.512,-0.001,-0.006,0.006,99.210,-0.622,
3.071,4.255,1.110,-3.888,14.129,-175.326,0.003,-0.005,0.006,215.737,0.553,
3.199,4.256,1.111,-2.735,12.405,-175.339,0.006,0.012,0.014,296.905,-0.102,
3.328,4.257,1.112,-4.262,12.849,-174.951,0.007,0.009,0.011,307.474,3.014,
3.453,4.257,1.114,-4.439,12.729,-174.849,0.007,0.013,0.015,299.591,0.816,
3.583,4.254,1.107,-2.822,12.378,-175.601,-0.024,-0.054,0.059,114.063,-5.807,
3.702,4.258,1.107,-3.416,12.192,-175.466,0.030,-0.003,0.030,264.303,1.131,
