Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
3.674,3.894,1.154,-22.681,-4.358,88.213,1.060,0.314,1.106,343.490,24.013,
3.794,3.927,1.141,-22.350,-9.287,86.454,0.267,-0.107,0.288,248.146,-14.635,
3.918,3.933,1.138,-24.692,-9.451,87.043,0.051,-0.027,0.058,241.881,4.742,
4.043,3.939,1.135,-23.105,-10.531,87.229,0.050,-0.026,0.056,242.708,1.497,
4.177,3.940,1.133,-23.834,-10.326,87.288,0.009,-0.012,0.015,217.452,0.441,
4.303,3.941,1.133,-22.641,-10.258,87.521,0.007,0.000,0.007,358.038,1.835,
4.430,3.941,1.133,-22.769,-10.240,87.652,0.001,-0.000,0.001,255.918,1.035,
4.553,3.941,1.133,-21.666,-9.951,87.822,-0.001,-0.002,0.002,125.716,1.383,
4.676,3.942,1.132,-20.489,-9.699,88.142,0.006,-0.011,0.012,211.669,2.609,
4.816,3.943,1.131,-21.221,-10.017,88.185,0.005,-0.004,0.007,230.971,0.308,
4.942,3.943,1.130,-21.102,-9.979,88.055,0.002,-0.005,0.006,205.804,-1.023,
5.067,3.943,1.129,-21.594,-9.987,87.983,0.001,-0.012,0.012,186.062,-0.580,
5.198,3.943,1.129,-21.982,-9.709,87.907,-0.003,0.002,0.004,57.521,-0.583,
5.327,3.934,1.133,-28.533,-10.830,86.710,-0.069,0.030,0.075,66.891,-9.217,
5.450,3.936,1.132,-28.026,-10.949,86.562,0.016,-0.006,0.017,249.189,-1.207,
5.575,3.940,1.129,-25.338,-11.062,86.888,0.039,-0.023,0.045,239.673,2.619,
5.703,3.940,1.129,-26.328,-11.041,86.770,-0.002,-0.003,0.004,117.794,-0.927,
5.853,3.941,1.129,-26.581,-11.272,86.538,0.004,0.002,0.005,331.281,-1.538,
5.981,3.942,1.126,-25.274,-10.999,86.960,0.008,-0.027,0.029,196.327,3.314,
6.240,3.966,1.094,-25.441,-10.069,90.580,0.093,-0.122,0.153,217.272,13.938,
6.374,3.992,1.065,-26.830,-12.369,94.247,0.194,-0.219,0.293,221.636,27.498,
6.628,4.050,1.020,-20.472,-11.509,107.484,0.227,-0.178,0.288,231.977,52.080,
6.757,4.096,1.009,-9.398,-2.444,121.715,0.361,-0.082,0.370,257.205,109.875,
7.007,4.146,0.940,-6.597,6.853,153.111,0.200,-0.277,0.341,215.831,125.773,
7.131,4.191,0.926,-6.776,10.412,162.557,0.361,-0.117,0.379,251.998,76.303,
7.254,4.227,0.924,-24.812,13.795,170.530,0.294,-0.017,0.294,266.702,64.547,
7.373,4.243,0.928,-20.316,14.489,172.696,0.137,0.039,0.143,344.256,18.189,
7.499,4.254,0.927,-18.440,14.339,175.101,0.088,-0.013,0.089,261.811,19.199,
9.390,4.227,0.930,-9.669,10.174,169.208,-0.015,0.002,0.015,83.409,-3.116,
9.518,4.219,0.941,-4.591,8.525,166.967,-0.063,0.090,0.109,34.888,-17.562,
9.638,4.214,0.959,-6.044,7.721,165.797,-0.038,0.145,0.150,14.741,-9.728,
10.024,4.229,1.012,-9.986,6.364,162.942,0.038,0.137,0.142,285.355,-7.385,
10.151,4.234,1.026,-13.822,8.766,163.884,0.043,0.112,0.120,290.901,7.411,
10.284,4.232,1.031,-12.447,8.947,163.800,-0.020,0.039,0.044,27.752,-0.635,
10.403,4.233,1.034,-13.365,11.062,164.101,0.010,0.022,0.024,293.986,2.535,
10.655,4.231,1.031,-13.647,10.743,163.678,-0.007,-0.012,0.014,122.908,-1.680,
