Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
1.799,4.047,1.045,-16.936,16.621,171.157,2.250,0.581,2.324,345.515,95.167,
1.903,4.093,1.083,-20.289,11.935,176.251,0.435,0.355,0.561,320.776,48.702,
2.015,4.111,1.101,-16.298,12.585,177.848,0.161,0.168,0.233,313.810,14.314,
2.131,4.135,1.113,-13.343,14.172,179.444,0.214,0.099,0.236,335.116,13.750,
2.259,4.145,1.119,-15.295,13.875,-179.305,0.076,0.049,0.091,327.038,-2805.157,
2.365,4.148,1.122,-15.552,14.043,-178.949,0.028,0.026,0.038,317.262,3.354,
2.483,4.149,1.123,-15.237,14.215,-178.842,0.004,0.009,0.010,295.691,0.907,
2.589,4.150,1.123,-14.652,14.144,-178.896,0.013,-0.001,0.013,267.620,-0.509,
2.693,4.153,1.126,-15.942,16.797,-178.454,0.026,0.032,0.041,309.315,4.254,
2.811,4.157,1.125,-14.235,14.224,-178.571,0.035,-0.006,0.036,259.800,-0.988,
2.920,4.159,1.125,-15.028,14.144,-178.316,0.022,-0.000,0.022,268.884,2.350,
3.029,4.160,1.126,-15.018,13.981,-178.315,0.010,0.005,0.011,333.467,0.004,
3.132,4.161,1.126,-14.782,14.082,-178.260,0.010,0.004,0.011,337.577,0.528,
3.237,4.162,1.126,-14.791,14.010,-178.321,0.003,-0.006,0.007,210.400,-0.580,
3.345,4.164,1.128,-14.797,13.945,-178.206,0.018,0.019,0.026,312.908,1.069,
3.454,4.164,1.130,-16.579,16.713,-177.880,0.000,0.020,0.020,270.491,3.005,
3.562,4.165,1.127,-14.635,13.744,-178.246,0.009,-0.030,0.031,197.374,-3.377,
3.669,4.166,1.127,-14.007,13.645,-178.269,0.015,0.001,0.015,357.315,-0.215,
3.776,4.168,1.127,-14.411,13.450,-178.187,0.015,0.004,0.015,344.741,0.766,
3.879,4.169,1.128,-15.680,13.519,-177.867,0.011,0.010,0.015,318.341,3.089,
3.992,4.168,1.127,-15.317,13.496,-178.022,-0.013,-0.009,0.016,144.266,-1.374,
4.110,4.166,1.127,-14.662,13.434,-178.241,-0.012,-0.003,0.012,163.586,-1.863,
4.220,4.165,1.126,-14.212,13.521,-178.395,-0.012,-0.010,0.016,139.867,-1.400,
4.326,4.164,1.128,-15.858,16.356,-178.115,-0.007,0.022,0.024,18.209,2.656,
4.435,4.166,1.126,-15.055,13.421,-178.249,0.018,-0.021,0.028,221.408,-1.233,
4.542,4.168,1.128,-15.628,13.555,-177.987,0.017,0.020,0.026,310.674,2.452,
4.649,4.168,1.130,-15.090,13.828,-177.894,-0.003,0.017,0.017,9.522,0.860,
4.756,4.167,1.129,-14.849,13.623,-178.042,-0.008,-0.012,0.014,123.667,-1.373,
