Count,Time,Tag ID,Distance,X,Y,Z,Pitch,Roll,Yaw
0,2.023,0,1.007,0.079,-0.173,0.989,-0.368,0.409,-3.023,
1,2.138,0,1.010,0.076,-0.174,0.991,-0.341,0.419,-3.028,
2,2.249,0,1.004,0.093,-0.167,0.986,-0.415,0.420,-2.992,
3,2.493,0,1.023,0.095,-0.165,1.005,-0.370,0.421,-3.005,
4,2.616,0,1.020,0.092,-0.161,1.003,-0.375,0.471,-3.002,
5,2.737,0,1.030,0.096,-0.164,1.012,-0.361,0.430,-3.003,
6,2.853,0,1.023,0.094,-0.162,1.006,-0.381,0.473,-2.997,
7,2.981,0,1.033,0.097,-0.163,1.015,-0.352,0.430,-3.004,
8,3.101,0,1.034,0.097,-0.163,1.016,-0.351,0.431,-3.003,
9,3.224,0,1.026,0.095,-0.160,1.009,-0.378,0.482,-2.993,
10,3.339,0,1.037,0.097,-0.164,1.020,-0.348,0.433,-3.004,
11,3.479,0,1.037,0.096,-0.164,1.019,-0.342,0.429,-3.008,
12,3.603,0,1.036,0.097,-0.163,1.018,-0.348,0.430,-3.006,
13,3.713,0,1.036,0.097,-0.164,1.018,-0.348,0.430,-3.006,
