Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
0.114,4.159,1.201,-15.598,-1.371,179.066,36.457,10.523,37.945,343.899,1569.483,
0.202,4.160,1.201,-15.195,-0.265,179.713,0.010,0.006,0.012,328.792,7.393,
0.283,4.161,1.202,-15.476,-0.475,179.977,0.003,0.009,0.009,289.887,3.248,
0.353,4.160,1.203,-15.582,-1.331,179.932,-0.003,0.016,0.016,10.869,-0.640,
0.426,4.160,1.204,-15.551,-2.719,179.771,-0.006,0.013,0.014,25.903,-2.195,
0.518,4.159,1.205,-16.096,-7.394,178.636,-0.011,0.010,0.015,46.600,-12.353,
0.762,4.152,1.211,-11.832,-1.484,177.215,-0.030,0.027,0.040,48.166,-5.823,
0.874,4.149,1.211,-14.903,-4.702,176.469,-0.022,-0.001,0.022,178.642,-6.684,
1.163,4.145,1.214,-14.871,-6.507,175.260,-0.015,0.010,0.018,56.289,-4.182,
1.295,4.150,1.218,-9.081,-4.749,175.685,0.036,0.031,0.047,319.104,3.211,
1.415,4.149,1.220,-8.348,-5.569,175.621,-0.006,0.016,0.017,19.732,-0.528,
1.543,4.148,1.221,-6.867,-5.170,175.673,-0.008,0.006,0.010,49.947,0.402,
1.664,4.146,1.221,-7.484,-5.582,175.252,-0.018,0.001,0.018,85.146,-3.496,
1.775,4.146,1.220,-7.103,-4.169,175.582,-0.003,-0.012,0.012,102.674,2.961,
1.901,4.145,1.221,-9.625,-5.683,174.932,-0.005,0.009,0.010,31.045,-5.132,
2.028,4.145,1.221,-8.262,-4.591,175.129,0.001,-0.001,0.002,224.015,1.557,
2.153,4.144,1.221,-9.290,-5.221,174.804,-0.009,-0.000,0.009,177.474,-2.602,
2.261,4.141,1.222,-10.596,-4.754,174.525,-0.028,0.012,0.031,66.561,-2.570,
2.381,4.139,1.225,-8.903,-5.507,174.025,-0.019,0.022,0.029,41.437,-4.161,
2.514,4.136,1.226,-4.039,-2.391,174.155,-0.023,0.009,0.025,68.319,0.985,
2.628,4.133,1.229,-5.375,-5.306,173.622,-0.023,0.024,0.034,43.474,-4.672,
2.746,4.130,1.256,-0.000,2.757,174.771,-0.029,0.234,0.236,7.126,9.761,
2.982,4.137,1.265,-1.155,4.317,177.410,0.030,0.037,0.048,308.945,11.170,
3.100,4.148,1.251,0.787,3.800,178.150,0.098,-0.119,0.154,219.437,6.294,
3.210,4.152,1.246,-0.200,3.099,178.619,0.031,-0.045,0.055,215.098,4.268,
3.325,4.150,1.241,-0.236,2.074,178.960,-0.011,-0.045,0.046,103.285,2.974,
3.441,4.149,1.241,-0.883,2.299,178.909,-0.013,-0.000,0.013,178.742,-0.446,
3.563,4.146,1.242,-0.436,1.928,178.148,-0.021,0.013,0.024,57.750,-6.209,
3.685,4.144,1.247,-1.204,2.719,176.969,-0.018,0.037,0.041,25.320,-9.632,
3.809,4.142,1.251,-0.610,2.936,176.185,-0.017,0.035,0.039,26.300,-6.339,
3.928,4.143,1.251,-0.688,1.496,176.128,0.003,-0.003,0.004,230.961,-0.480,
4.050,4.143,1.247,-0.322,2.189,176.298,0.001,-0.036,0.036,180.908,1.390,
4.205,4.146,1.244,-2.225,1.262,176.414,0.024,-0.014,0.028,239.505,0.744,
4.361,4.145,1.242,-0.671,1.592,176.712,-0.009,-0.018,0.020,116.378,1.920,
4.497,4.143,1.242,0.426,1.341,176.569,-0.017,0.005,0.018,72.125,-1.048,
4.764,4.138,1.240,-0.935,1.438,176.182,-0.017,-0.008,0.019,155.316,-1.449,
4.904,4.141,1.238,-0.569,-0.967,176.398,0.020,-0.017,0.026,230.687,1.541,
5.047,4.142,1.237,-0.026,-1.349,176.031,0.004,-0.003,0.005,234.128,-2.559,
5.203,4.140,1.237,-0.718,-1.347,175.862,-0.008,-0.000,0.008,178.244,-1.088,
5.338,4.139,1.237,-0.870,-1.693,175.600,-0.005,-0.002,0.006,163.832,-1.935,
5.490,4.139,1.237,-0.745,-1.680,175.543,-0.001,-0.004,0.004,99.579,-0.374,
5.622,4.139,1.236,-0.616,-1.562,175.506,-0.002,-0.004,0.004,116.022,-0.283,
5.767,4.139,1.236,-0.694,-1.665,175.311,-0.003,-0.002,0.004,145.256,-1.348,
5.907,4.139,1.235,-0.716,-1.769,175.295,-0.000,-0.005,0.005,91.233,-0.117,
6.041,4.138,1.236,-0.340,-1.361,175.285,-0.005,0.003,0.006,60.906,-0.069,
6.178,4.138,1.235,-0.629,-2.070,175.122,-0.002,-0.006,0.006,111.916,-1.197,
6.438,4.137,1.235,-0.171,-2.390,175.010,-0.002,-0.001,0.002,158.528,-0.431,
6.580,4.137,1.234,-0.114,-2.438,174.993,-0.000,-0.003,0.003,99.235,-0.120,
6.696,4.137,1.234,-0.496,-3.074,174.966,0.000,-0.001,0.001,199.082,-0.231,
6.841,4.137,1.234,-0.190,-2.351,174.895,-0.002,-0.002,0.002,130.687,-0.492,
6.987,4.136,1.234,0.017,-2.345,174.833,-0.005,0.002,0.005,71.390,-0.423,
7.128,4.136,1.234,-0.244,-2.458,174.795,-0.002,-0.003,0.003,117.050,-0.272,
7.255,4.136,1.233,0.054,-2.533,174.794,0.001,-0.003,0.003,204.618,-0.008,
7.376,4.136,1.233,-0.408,-2.730,174.721,-0.001,-0.002,0.002,105.937,-0.601,
7.489,4.136,1.233,-0.196,-2.833,174.661,-0.001,-0.002,0.003,122.064,-0.533,
7.618,4.136,1.233,-0.182,-2.734,174.676,0.002,0.001,0.002,318.399,0.116,
7.730,4.132,1.246,1.200,-2.588,173.655,-0.039,0.116,0.123,18.707,-9.093,
7.849,4.126,1.244,2.478,0.982,173.364,-0.050,-0.019,0.054,159.735,-2.454,
7.966,4.129,1.239,1.793,-3.582,173.638,0.031,-0.041,0.052,216.819,2.341,
8.094,4.129,1.237,2.734,-3.357,174.090,0.001,-0.017,0.017,184.418,3.535,
