Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
7.264,4.242,1.137,14.321,15.591,-172.665,0.584,0.156,0.605,344.997,-23.772,
7.417,4.239,1.118,16.695,9.296,-171.306,-0.019,-0.125,0.127,98.503,8.882,
7.537,4.239,1.104,3.557,28.727,-175.778,0.001,-0.109,0.109,180.662,-37.190,
7.655,4.218,1.117,-5.305,20.643,-178.318,-0.175,0.111,0.207,57.596,-21.526,
7.778,4.198,1.141,-0.735,10.397,-179.328,-0.163,0.188,0.249,41.024,-8.181,
7.912,4.160,1.140,-5.844,12.296,178.688,-0.282,-0.005,0.282,178.996,2670.146,
8.061,4.130,1.152,-3.579,9.222,178.514,-0.201,0.084,0.218,67.402,-1.171,
8.191,4.111,1.158,-5.104,8.695,178.600,-0.147,0.040,0.152,74.593,0.660,
8.320,4.101,1.160,-6.301,9.430,178.571,-0.080,0.018,0.083,77.117,-0.223,
8.447,4.098,1.157,-6.869,10.513,178.734,-0.018,-0.022,0.029,129.249,1.293,
8.576,4.093,1.155,-6.411,7.469,178.662,-0.042,-0.014,0.044,161.251,-0.562,
8.707,4.096,1.151,-5.685,9.187,178.740,0.022,-0.032,0.039,214.885,0.603,
8.850,4.101,1.150,-5.323,11.237,-179.387,0.034,-0.011,0.036,251.721,-2498.777,
9.002,4.084,1.154,-0.466,5.821,178.938,-0.114,0.028,0.118,76.347,2350.610,
9.156,4.093,1.145,-7.641,2.189,179.852,0.059,-0.055,0.080,226.936,5.949,
9.312,4.114,1.144,-6.436,2.185,-179.821,0.139,-0.010,0.140,266.015,-2316.306,
9.477,4.159,1.139,-5.879,2.761,-178.643,0.271,-0.027,0.273,264.363,7.128,
9.623,4.196,1.140,-5.644,0.834,-178.196,0.252,0.003,0.253,359.236,3.063,
9.784,4.240,1.135,-5.054,0.386,-176.583,0.271,-0.033,0.273,263.158,10.002,
9.942,4.237,1.132,-4.913,1.394,-176.058,-0.018,-0.016,0.024,138.107,3.309,
10.093,4.235,1.131,-4.709,1.550,-175.943,-0.015,-0.009,0.018,148.450,0.768,
10.233,4.233,1.131,-4.487,1.652,-175.937,-0.011,-0.001,0.011,173.415,0.040,
10.360,4.231,1.128,-4.661,1.579,-176.134,-0.012,-0.023,0.026,117.735,-1.546,
