Count,Time,Tag ID,Distance,X,Y,Z,Pitch,Roll,Yaw
0,0.112,0,0.486,0.011,-0.049,0.483,0.163,-0.198,0.029,
1,0.205,0,0.484,0.012,-0.049,0.481,0.125,-0.179,0.027,
2,0.287,0,0.481,0.012,-0.049,0.479,0.101,-0.154,0.022,
3,0.364,0,0.478,0.011,-0.049,0.476,0.089,-0.126,0.015,
4,0.439,0,0.476,0.011,-0.048,0.473,0.092,-0.108,0.009,
5,0.542,0,0.475,0.010,-0.047,0.473,0.125,-0.099,0.003,
6,0.667,0,0.476,0.002,-0.044,0.474,0.100,-0.115,-0.039,
7,0.785,0,0.473,0.001,-0.043,0.471,0.102,-0.112,-0.047,
8,0.913,0,0.472,0.000,-0.044,0.470,0.033,-0.145,-0.046,
9,1.030,0,0.471,-0.002,-0.043,0.469,0.000,-0.144,-0.063,
10,1.208,0,0.469,-0.002,-0.043,0.468,0.000,-0.143,-0.065,
11,1.377,0,0.475,-0.007,-0.035,0.473,-0.005,-0.179,-0.086,
12,1.554,0,0.478,-0.014,-0.017,0.477,-0.036,-0.218,-0.080,
13,1.744,0,0.476,-0.010,-0.016,0.476,-0.058,-0.206,0.022,
14,2.406,0,0.443,0.035,-0.071,0.436,-0.278,0.014,1.501,
15,3.280,0,0.425,0.036,-0.080,0.416,0.103,-0.184,1.705,
16,3.406,0,0.426,0.036,-0.082,0.417,0.057,-0.125,1.700,
17,3.543,0,0.429,0.035,-0.083,0.419,0.062,-0.166,1.692,
18,3.657,0,0.427,0.035,-0.086,0.417,0.079,-0.172,1.691,
19,3.782,0,0.428,0.036,-0.086,0.417,0.079,-0.172,1.693,
20,4.014,0,0.454,0.025,-0.069,0.448,-0.001,-0.231,1.579,
21,4.289,0,0.460,-0.011,-0.017,0.460,-0.067,-0.112,1.431,
22,4.409,0,0.472,-0.014,-0.010,0.472,-0.096,-0.231,1.425,
23,4.547,0,0.473,-0.012,-0.007,0.472,-0.072,-0.202,1.439,
24,4.677,0,0.474,-0.013,-0.002,0.474,-0.036,-0.188,1.446,
25,4.818,0,0.479,-0.014,0.001,0.478,-0.052,-0.224,1.447,
26,4.946,0,0.477,-0.012,0.002,0.477,-0.043,-0.195,1.455,
27,5.081,0,0.478,-0.004,-0.000,0.478,-0.055,-0.152,1.537,
28,5.217,0,0.494,-0.011,0.007,0.494,-0.114,-0.137,1.536,
29,5.356,0,0.500,-0.017,0.011,0.500,-0.010,-0.369,1.545,
30,5.498,0,0.499,-0.015,0.010,0.498,0.008,-0.313,1.553,
31,5.615,0,0.496,-0.013,0.009,0.496,0.018,-0.305,1.564,
32,5.741,0,0.495,-0.010,0.006,0.495,0.008,-0.295,1.588,
33,5.870,0,0.495,-0.011,0.006,0.494,-0.011,-0.313,1.574,
34,6.018,0,0.484,-0.008,0.004,0.484,-0.059,-0.309,1.527,
