Count,Time,Tag ID,Distance,X,Y,Z,Pitch,Roll,Yaw
0,2.133,0,1.213,0.289,-0.104,1.173,0.233,0.035,2.017,
1,2.292,0,1.246,0.286,-0.102,1.209,0.171,0.096,1.991,
2,3.300,0,1.225,0.132,-0.195,1.202,-0.238,-0.226,1.590,
3,7.263,0,1.269,0.044,-0.147,1.259,0.108,-0.064,1.421,
4,7.390,0,1.289,0.054,-0.124,1.282,0.013,-0.001,1.413,
5,7.512,0,1.282,0.053,-0.125,1.275,0.057,-0.042,1.412,
6,7.641,0,1.295,0.053,-0.122,1.288,0.035,-0.019,1.407,
7,7.761,0,1.297,0.048,-0.119,1.291,0.022,-0.013,1.402,
8,7.885,0,1.295,0.042,-0.118,1.289,0.013,-0.010,1.396,
9,8.011,0,1.300,0.045,-0.118,1.294,0.005,-0.001,1.398,
10,8.127,0,1.293,0.047,-0.122,1.286,-0.026,0.017,1.411,
11,8.256,0,1.289,0.051,-0.129,1.281,-0.090,0.048,1.425,
12,8.385,0,1.287,0.052,-0.129,1.279,-0.067,0.030,1.422,
13,8.503,0,1.287,0.051,-0.128,1.279,-0.062,0.030,1.420,
14,8.627,0,1.287,0.053,-0.128,1.280,-0.083,0.037,1.422,
15,8.773,0,1.285,0.055,-0.129,1.278,-0.108,0.040,1.425,
16,8.905,0,1.284,0.056,-0.131,1.276,-0.053,0.025,1.428,
17,9.025,0,1.279,0.055,-0.132,1.271,-0.049,0.023,1.427,
18,9.158,0,1.270,0.056,-0.141,1.261,-0.039,-0.001,1.429,
