Count,Time,Tag ID,Distance,X,Y,Z,Pitch,Roll,Yaw
0,3.486,0,1.223,0.161,-0.204,1.195,-0.070,0.365,-3.075,
1,3.610,0,1.236,0.184,-0.196,1.206,-0.067,0.313,-3.085,
2,3.736,0,1.238,0.194,-0.189,1.208,-0.049,0.292,-3.079,
3,3.859,0,1.245,0.201,-0.186,1.214,-0.056,0.301,-3.080,
4,3.993,0,1.242,0.202,-0.185,1.212,-0.069,0.307,-3.075,
5,4.142,0,1.245,0.203,-0.185,1.214,-0.064,0.310,-3.077,
6,4.271,0,1.247,0.207,-0.181,1.216,-0.067,0.313,-3.066,
7,4.402,0,1.249,0.209,-0.179,1.219,-0.066,0.313,-3.057,
8,4.533,0,1.249,0.208,-0.179,1.219,-0.064,0.310,-3.058,
9,4.659,0,1.249,0.208,-0.179,1.219,-0.064,0.310,-3.058,
10,4.786,0,1.244,0.206,-0.179,1.214,-0.061,0.322,-3.052,
11,4.915,0,1.246,0.204,-0.181,1.216,-0.063,0.303,-3.061,
12,5.041,0,1.239,0.192,-0.188,1.210,-0.083,0.292,-3.075,
