Count,Time,Tag ID,Distance,X,Y,Z,Pitch,Roll,Yaw
0,4.977,0,0.479,0.018,-0.064,0.474,0.000,0.057,-3.067,
1,5.089,0,0.486,0.013,-0.052,0.483,-0.015,0.066,3.138,
2,5.193,0,0.484,0.010,-0.051,0.481,-0.073,-0.084,-3.121,
3,5.312,0,0.491,0.008,-0.045,0.489,-0.038,-0.051,-3.123,
4,5.437,0,0.497,0.013,-0.042,0.496,0.004,-0.086,3.117,
5,5.553,0,0.503,0.020,-0.035,0.501,-0.000,-0.032,3.131,
6,5.671,0,0.505,0.022,-0.034,0.503,0.004,-0.011,3.127,
7,5.788,0,0.506,0.026,-0.030,0.505,-0.006,-0.011,-3.132,
8,5.906,0,0.508,0.026,-0.029,0.506,-0.001,-0.005,-3.130,
9,6.018,0,0.508,0.026,-0.028,0.506,-0.002,-0.012,-3.126,
10,6.137,0,0.508,0.025,-0.028,0.506,0.002,-0.026,-3.124,
11,6.255,0,0.509,0.025,-0.028,0.507,0.012,-0.040,-3.120,
12,6.370,0,0.508,0.025,-0.028,0.506,0.010,-0.038,-3.120,
13,6.487,0,0.508,0.025,-0.028,0.507,0.012,-0.046,-3.122,
14,6.608,0,0.509,0.025,-0.028,0.507,0.017,-0.051,-3.120,
15,6.720,0,0.508,0.024,-0.028,0.507,0.018,-0.057,-3.116,
16,6.842,0,0.503,0.022,-0.032,0.502,-0.017,-0.018,-3.137,
