Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
2.752,4.026,1.165,-19.706,-8.468,94.238,1.463,0.423,1.523,343.866,34.241,
2.853,4.029,1.161,-22.332,-8.983,94.248,0.031,-0.039,0.050,218.134,0.093,
2.953,4.032,1.156,-22.570,-9.712,94.775,0.034,-0.043,0.055,218.115,5.305,
3.047,4.035,1.153,-21.150,-10.965,95.502,0.023,-0.036,0.043,212.519,7.733,
3.147,4.035,1.153,-20.648,-10.458,95.726,0.008,-0.004,0.009,243.714,2.247,
3.357,4.035,1.155,-21.037,-10.949,95.478,-0.001,0.010,0.010,4.308,-1.183,
3.452,4.036,1.153,-20.220,-10.674,95.966,0.014,-0.017,0.022,218.419,5.122,
3.559,4.039,1.152,-20.677,-10.817,96.202,0.028,-0.011,0.030,248.611,2.214,
3.657,4.044,1.153,-20.475,-11.040,96.229,0.043,0.014,0.045,342.387,0.270,
3.760,4.045,1.153,-20.968,-11.434,96.274,0.009,-0.005,0.010,243.073,0.434,
3.854,4.044,1.152,-20.660,-11.364,96.549,-0.004,-0.007,0.008,117.646,2.911,
3.961,4.045,1.152,-20.358,-11.402,96.594,0.004,0.002,0.004,334.477,0.417,
4.064,4.045,1.153,-20.523,-11.261,96.510,0.002,0.008,0.009,283.016,-0.811,
4.161,4.045,1.155,-20.946,-11.923,96.030,0.004,0.018,0.018,281.504,-4.952,
