Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
1.293,3.999,1.180,13.054,-2.321,89.558,3.093,0.912,3.225,343.567,69.263,
1.392,4.019,1.172,-3.295,-3.322,89.264,0.204,-0.077,0.218,249.396,-2.980,
1.563,4.025,1.168,-16.660,-3.750,89.409,0.034,-0.020,0.040,239.234,0.846,
1.663,4.030,1.165,-15.979,-1.345,89.675,0.050,-0.038,0.063,232.921,2.668,
1.759,4.038,1.160,-13.659,-3.770,89.608,0.082,-0.052,0.097,237.688,-0.697,
1.875,4.042,1.155,-10.328,-0.654,89.240,0.034,-0.044,0.056,217.071,-3.184,
1.982,4.045,1.152,-8.816,-0.199,89.826,0.029,-0.026,0.039,227.597,5.440,
2.083,4.051,1.146,-7.421,-2.136,89.734,0.059,-0.058,0.083,225.167,-0.923,
2.197,4.051,1.145,-7.815,-2.409,89.642,-0.000,-0.005,0.005,93.773,-0.797,
2.295,4.051,1.145,-8.688,-2.539,89.669,0.001,-0.002,0.002,198.063,0.276,
2.398,4.050,1.144,-8.488,-2.311,89.772,-0.007,-0.013,0.014,118.996,1.002,
2.499,4.050,1.143,-8.837,-2.223,89.924,-0.004,-0.010,0.011,112.523,1.493,
2.610,4.050,1.143,-8.527,-2.064,90.059,0.001,-0.003,0.003,196.143,1.215,
2.724,4.049,1.143,-7.362,-2.230,89.935,-0.004,0.002,0.004,58.660,-1.090,
2.826,4.049,1.143,-7.331,-2.001,89.729,-0.007,0.001,0.007,79.826,-2.009,
2.954,4.049,1.143,-8.175,-1.315,89.944,-0.002,-0.003,0.004,124.325,1.684,
3.073,4.049,1.143,-6.885,-1.094,89.916,0.000,0.000,0.000,318.920,-0.237,
3.216,4.048,1.143,-6.235,-0.823,89.841,-0.001,0.000,0.001,89.951,-0.525,
3.332,4.053,1.141,-7.227,3.243,91.918,0.043,-0.015,0.046,251.315,17.845,
3.451,4.103,1.130,-8.445,11.668,114.795,0.414,-0.090,0.424,257.778,192.895,
3.577,4.144,1.132,3.538,8.625,134.443,0.324,0.011,0.325,358.033,155.410,
3.699,4.169,1.139,-3.405,8.461,147.963,0.207,0.062,0.216,343.249,110.747,
3.817,4.186,1.146,-4.015,9.288,158.244,0.149,0.059,0.160,338.478,87.643,
3.947,4.198,1.150,-3.976,9.200,164.805,0.093,0.030,0.098,341.938,50.317,
4.073,4.206,1.153,-2.360,9.140,167.201,0.057,0.020,0.060,340.822,18.970,
4.204,4.209,1.155,-1.815,10.073,168.695,0.023,0.018,0.029,322.277,11.452,
4.347,4.211,1.157,-5.658,11.459,170.395,0.015,0.015,0.021,315.386,11.882,
4.470,4.212,1.159,-7.305,13.808,171.973,0.013,0.019,0.023,305.620,12.842,
4.602,4.212,1.159,-6.737,12.641,171.677,-0.003,-0.000,0.003,173.006,-2.236,
4.725,4.212,1.160,-6.477,13.551,171.994,0.002,0.005,0.005,288.388,2.575,
4.850,4.214,1.160,-7.501,13.920,172.651,0.013,-0.000,0.013,269.703,5.253,
4.971,4.214,1.159,-7.638,13.569,172.591,0.002,-0.009,0.009,190.453,-0.494,
5.099,4.214,1.158,-7.015,13.213,172.216,-0.001,-0.005,0.005,98.497,-2.944,
5.251,4.215,1.159,-8.355,14.065,172.617,0.006,0.004,0.007,325.060,2.638,
5.370,4.214,1.158,-8.188,13.431,171.282,-0.010,-0.011,0.015,131.644,-11.235,
