Count,Time,Tag ID,Distance,X,Y,Z,Pitch,Roll,Yaw
0,1.191,0,0.572,0.019,-0.109,0.561,0.125,0.040,1.523,
1,1.314,0,0.585,0.023,-0.087,0.578,-0.317,-0.056,1.539,
2,1.434,0,0.591,0.028,-0.079,0.585,-0.253,-0.049,1.553,
3,1.554,0,0.594,0.028,-0.076,0.589,-0.276,-0.060,1.556,
4,1.670,0,0.602,0.026,-0.078,0.596,-0.193,-0.051,1.543,
5,1.792,0,0.604,0.028,-0.078,0.598,-0.189,-0.042,1.546,
6,1.920,0,0.606,0.028,-0.077,0.600,-0.149,-0.027,1.552,
7,2.041,0,0.606,0.028,-0.077,0.600,-0.151,-0.036,1.554,
8,2.160,0,0.607,0.028,-0.078,0.601,-0.104,-0.029,1.554,
9,2.283,0,0.607,0.028,-0.078,0.602,-0.148,-0.035,1.553,
10,2.404,0,0.607,0.028,-0.078,0.602,-0.159,-0.039,1.551,
11,2.523,0,0.606,0.027,-0.079,0.600,-0.106,-0.016,1.552,
12,2.661,0,0.607,0.028,-0.079,0.601,-0.179,-0.044,1.547,
13,2.783,0,0.606,0.027,-0.079,0.600,-0.117,-0.018,1.550,
14,2.903,0,0.607,0.027,-0.079,0.601,-0.162,-0.036,1.547,
15,3.018,0,0.607,0.028,-0.079,0.601,-0.152,-0.030,1.548,
16,3.144,0,0.606,0.028,-0.080,0.600,-0.133,-0.024,1.548,
17,3.281,0,0.601,0.029,-0.082,0.594,-0.114,0.002,1.553,
