Time,X,Y,Pitch,Roll,Yaw
81.651,0.151,-0.251,-2.678,-2.794,1.388,
81.800,0.128,-0.402,-2.121,-3.099,1.172,
81.949,0.089,-0.339,-1.159,-3.534,1.220,
82.093,0.007,-0.444,-1.484,-3.160,1.252,
82.261,0.094,-0.019,-2.346,-2.935,1.373,
82.431,0.082,-0.444,-1.689,-3.405,1.112,
82.594,0.162,-0.435,-1.263,-3.236,1.225,
82.755,0.038,-0.398,-1.285,-3.654,1.165,
82.928,0.028,-0.510,-1.480,-2.969,1.292,
83.097,-0.029,-0.480,-1.814,-3.077,1.164,
83.269,0.072,-0.343,-2.420,-3.598,1.271,
83.475,0.025,-0.440,-2.108,-3.346,1.113,
83.683,0.113,-0.081,-2.820,-3.528,1.263,
83.851,-0.029,-0.399,-1.084,-3.771,1.155,
84.018,-0.156,-0.520,-1.530,-4.022,1.062,
84.173,0.117,-0.417,-2.168,-3.348,1.174,
84.323,-0.025,-0.481,0.717,-2.902,1.346,
84.471,0.157,-0.157,-2.092,-3.052,1.203,
84.627,0.130,-0.471,-1.806,-3.203,1.125,
84.785,0.041,-0.536,1.745,-0.465,1.319,
84.947,0.210,-0.241,-1.357,-3.051,1.198,
85.105,0.229,-0.537,-2.005,-2.887,1.130,
85.278,0.120,-0.365,-1.096,-3.075,1.207,
85.448,0.131,-0.099,-3.470,-3.031,1.244,
85.617,0.025,-0.563,-2.663,-3.631,1.077,
85.780,0.221,-0.360,-0.881,-2.952,1.160,
85.940,0.161,-0.554,-0.607,-2.896,1.183,
86.151,0.817,-0.199,-0.328,-3.185,1.389,
86.320,0.847,-0.127,-0.036,-3.037,1.419,
86.492,0.051,-0.406,-1.546,-3.372,1.180,
86.651,0.085,-0.261,-1.242,-3.454,1.253,
86.827,0.165,-0.412,-1.165,-3.198,1.084,
86.998,0.075,-0.448,-1.280,-3.521,1.149,
87.151,0.145,-0.484,-1.562,-3.351,1.201,
87.299,0.187,-0.412,-2.119,-3.285,1.212,
87.446,0.008,-0.457,-1.673,-3.417,1.196,
87.608,0.175,-0.300,-1.356,-3.001,1.231,
87.779,0.146,-0.086,-2.296,-3.208,1.378,
87.946,0.061,-0.282,-1.602,-3.528,1.174,
88.122,0.210,-0.301,-1.527,-3.215,1.208,
88.289,0.012,-0.526,-0.995,-3.638,1.302,
88.459,0.136,-0.257,-0.789,-3.690,1.221,
88.632,0.090,-0.387,2.093,0.509,1.266,
88.800,0.135,-0.301,-0.747,-3.058,1.261,
88.961,0.117,-0.045,-1.065,-3.067,1.316,
89.122,0.125,-0.300,-1.621,-3.174,1.254,
89.280,0.119,-0.519,-1.066,-2.761,1.242,
89.440,0.115,-0.278,-1.323,-3.358,1.171,
89.591,0.214,-0.129,-2.095,-2.821,1.389,
89.740,0.194,-0.178,-1.494,-2.639,1.333,
89.881,0.108,-0.146,-1.662,-3.384,1.172,
90.022,0.053,-0.494,-1.041,-2.980,1.226,
90.162,-0.031,0.079,-1.077,-2.549,1.494,
90.308,0.179,-0.387,1.978,0.003,1.216,
90.459,0.092,-0.234,-2.159,-3.748,1.114,
90.599,0.075,-0.353,-1.091,-3.519,1.132,
90.740,0.233,-0.474,-2.364,-3.461,1.036,
90.889,0.263,-0.298,-1.000,-3.188,1.076,
91.031,0.128,-0.272,-0.910,-3.165,1.231,
91.177,0.085,-0.418,1.648,0.156,1.331,
91.322,0.118,-0.415,-0.965,-3.115,1.175,
91.482,0.158,-0.122,-0.848,-2.981,1.268,
91.637,0.117,-0.185,-1.581,-3.323,1.129,
91.778,0.094,-0.268,-0.328,-3.407,1.305,
91.923,0.078,-0.001,-0.325,-2.599,1.258,
92.064,0.123,-0.273,-1.390,-3.032,1.162,
92.209,0.185,-0.361,-1.251,-3.083,1.088,
92.349,0.126,-0.129,1.262,-2.915,1.407,
92.497,0.193,-0.163,-0.563,-2.057,1.237,
92.636,0.131,-0.192,-0.750,-2.874,1.344,
92.773,0.135,-0.099,-1.583,-2.842,1.409,
92.907,0.108,-0.089,0.156,-3.192,1.437,
93.058,0.135,-0.403,2.022,-0.241,1.307,
93.198,0.142,-0.396,0.819,0.312,1.229,
93.339,0.153,-0.217,1.682,-0.290,1.348,
93.482,0.116,-0.144,1.809,0.009,1.447,
93.626,0.143,-0.203,2.110,-0.558,1.394,
93.767,0.087,-0.250,1.957,0.263,1.277,
93.916,0.195,-0.201,1.067,-2.859,1.424,
94.061,0.283,-0.263,-0.226,-2.610,1.283,
94.200,0.221,-0.437,1.320,0.393,1.342,
94.345,0.305,-0.296,1.340,-2.089,1.497,
94.485,0.169,-0.298,-0.690,-3.140,1.253,
94.626,0.094,-0.227,0.352,-3.010,1.334,
94.759,0.106,-0.075,-0.329,-2.952,1.253,
94.899,0.111,-0.116,-0.682,-3.061,1.354,
95.030,0.102,-0.352,2.011,-1.480,1.423,
95.168,0.057,-0.274,1.909,0.005,1.195,
95.291,0.151,-0.160,1.661,0.612,1.327,
95.444,0.528,-0.373,0.316,-3.436,1.156,
95.807,1.507,0.298,-17.353,-12.081,-2.285,
96.060,0.609,-0.062,4.474,-18.318,-44.950,
96.402,0.231,-0.164,5.853,-8.306,-88.029,
96.546,0.011,0.108,-0.547,-8.348,-88.895,
96.700,-0.728,0.154,-1.172,-5.937,-88.450,
96.847,-0.397,0.297,-3.266,-6.985,-88.330,
97.012,-0.681,0.177,1.527,-2.241,-88.363,
97.177,-0.825,-0.023,-0.828,-6.002,-88.146,
97.338,-0.859,-0.188,-3.226,-5.888,-88.406,
97.504,-0.836,-0.355,-3.363,-5.219,-88.282,
97.656,-0.749,0.113,-3.372,-6.450,-88.549,
97.812,-0.625,0.227,-1.689,16.678,-87.713,
97.970,-0.861,-0.137,2.313,-3.317,-88.294,
98.128,-0.868,-0.158,-5.136,-5.309,-88.721,
98.286,-0.613,0.358,2.646,-4.988,-88.211,
98.437,-0.806,-0.306,-3.136,-4.768,-88.584,
98.593,-0.742,0.398,0.223,-4.454,-88.316,
98.754,-0.029,0.422,0.142,-5.457,-88.036,
98.912,-0.754,0.375,5.945,-2.380,-87.731,
99.069,-0.543,0.521,-1.001,-6.952,-88.383,
99.234,-0.528,0.526,-0.756,-5.168,-88.159,
99.406,-0.518,0.530,-1.197,-4.997,-87.990,
99.561,-0.645,0.470,-1.342,-4.441,-88.102,
99.705,-0.519,0.530,-0.738,-4.531,-88.067,
99.851,-0.717,0.413,-0.853,-3.967,-88.005,
100.007,-0.532,0.525,-0.334,-4.710,-88.043,
100.163,-0.691,0.436,-1.195,-5.892,-88.163,
100.320,-0.495,0.537,-1.160,-5.534,-88.070,
100.484,-0.435,0.548,-0.860,-5.843,-88.120,
100.635,-0.561,0.515,-1.222,-3.914,-88.064,
100.795,-0.761,0.364,-0.725,-5.333,-88.038,
100.951,-0.548,0.520,-1.056,-5.929,-88.283,
101.103,-0.771,0.351,-0.943,-5.133,-88.061,
101.253,-0.681,0.443,-0.752,-5.315,-88.020,
101.411,-0.369,0.553,-4.673,13.328,-87.066,
101.600,-0.388,0.552,-5.350,13.869,-86.885,
101.773,-0.167,0.509,-4.964,13.817,-86.918,
101.938,-0.341,0.552,-5.810,13.365,-86.738,
102.095,-0.199,0.522,-4.555,13.361,-86.854,
102.242,-0.869,-0.004,-1.181,-4.829,-87.957,
102.393,0.151,0.075,-5.219,-2.278,-88.163,
102.543,-0.072,0.470,-4.896,-8.922,-86.847,
102.702,-0.865,0.139,-0.903,-4.009,-87.685,
102.861,0.151,0.075,-5.737,-3.123,-88.113,
103.017,0.151,0.075,-5.821,-5.585,-88.157,
103.168,0.151,0.075,-4.850,-5.682,-88.280,
103.327,0.151,0.075,-5.530,-2.923,-88.181,
103.485,0.151,0.075,-5.199,-1.475,-88.088,
103.632,0.151,0.075,-5.442,-3.455,-88.154,
103.787,0.151,0.075,-3.271,-3.015,-88.161,
103.957,0.151,0.075,-5.243,-6.119,-88.300,
104.118,0.151,0.075,-5.004,-5.274,-88.211,
104.267,0.151,0.075,-5.232,-1.272,-88.130,
104.429,-0.583,0.509,-4.916,10.850,-87.445,
104.576,-0.540,0.525,-1.876,10.256,-88.169,
104.735,0.092,-0.127,-5.662,11.987,-86.931,
104.877,0.075,0.278,-4.613,13.962,-87.269,
105.025,0.114,0.171,-3.681,13.395,-87.173,
105.175,-0.301,-0.442,0.244,-2.522,-88.190,
105.324,0.151,0.075,-3.819,-5.323,-88.125,
105.471,0.150,0.075,-5.243,-3.747,-88.129,
105.621,0.150,0.075,-5.035,-5.300,-88.305,
105.771,0.151,0.075,-3.985,-4.744,-88.066,
105.915,0.151,0.075,-4.751,-2.369,-88.076,
106.064,0.151,0.075,-5.149,-3.079,-88.124,
106.204,0.151,0.075,-4.358,-1.583,-88.138,
106.361,0.151,0.075,-4.913,-3.631,-88.162,
106.522,0.150,0.075,-3.328,-5.328,-88.143,
106.692,0.151,0.075,-4.291,-6.552,-88.192,
106.857,-0.426,-0.444,-1.595,-4.937,-87.680,
107.000,-0.845,0.212,-0.448,-6.068,-88.061,
107.148,-0.839,0.228,-0.102,-5.898,-88.045,
107.291,-0.737,0.396,1.082,-6.333,-87.952,
107.442,-0.591,0.501,-0.651,-6.070,-88.096,
107.598,-0.757,0.368,-0.184,-5.288,-87.941,
107.744,-0.724,0.405,-0.925,-4.424,-87.970,
107.889,-0.653,0.465,-0.246,-5.886,-88.004,
108.043,-0.530,0.526,-1.008,-6.032,-88.145,
108.190,-0.654,0.464,-0.649,-5.124,-87.994,
108.336,-0.657,0.464,5.275,-3.264,-87.901,
108.493,-0.761,0.366,-0.269,-6.305,-88.099,
108.651,-0.368,0.552,-0.795,-5.070,-88.005,
108.808,-0.734,0.396,-0.081,-5.562,-88.080,
108.961,-0.050,0.127,1.382,-4.159,-87.768,
109.111,-0.267,0.194,-1.827,-5.588,-87.725,
109.269,-0.555,0.175,-4.834,6.797,-86.838,
109.423,-0.172,0.513,-4.734,6.281,-86.993,
109.575,0.052,0.557,-1.932,-7.147,-87.864,
109.722,-0.017,0.145,-1.983,-5.649,-87.831,
109.870,-0.075,0.101,-2.221,-5.873,-87.825,
110.016,-0.277,0.275,-1.836,-6.399,-87.894,
110.169,-0.029,0.143,-2.314,-6.180,-87.794,
110.330,0.143,0.282,-2.031,-5.716,-87.799,
110.474,0.106,0.415,-0.383,-5.879,-87.617,
110.619,-0.762,-0.192,7.554,-0.418,-89.649,
111.209,-1.120,1.017,-1.640,4.230,-174.549,
111.326,-0.226,0.986,0.153,3.791,-177.832,
111.550,-1.123,0.447,-0.712,-3.755,178.417,
111.758,-0.448,0.124,14.732,2.695,178.727,
111.863,-0.964,0.544,-4.021,26.092,178.965,
111.983,-0.436,0.044,-0.378,5.433,178.830,
112.123,-0.439,0.056,-3.941,5.271,179.164,
112.273,0.469,-0.653,-4.626,4.676,179.563,
112.425,1.664,-1.287,-4.357,-1.214,179.651,
112.564,0.909,-0.097,-3.731,-1.885,179.814,
112.703,0.893,0.093,-4.904,-1.388,179.288,
113.164,-0.456,-0.200,-4.549,-9.303,179.415,
113.313,-0.510,-0.213,-4.549,-9.356,179.346,
113.597,0.620,0.788,-5.534,-6.656,179.422,
113.728,0.442,1.181,-5.580,-6.014,179.192,
113.861,1.315,1.000,-6.084,-6.550,179.283,
114.011,1.421,0.583,-5.898,-6.852,179.158,
114.151,1.113,1.241,17.537,-3.186,0.106,
114.297,1.289,0.464,18.331,-3.721,0.186,
114.449,1.046,1.132,-6.328,-6.432,179.140,
114.599,0.216,1.106,-7.688,-5.771,179.068,
115.865,-2.069,0.959,8.160,-12.272,88.573,
116.384,0.727,1.443,14.900,-9.225,89.284,
116.538,0.632,1.746,13.451,-15.284,89.454,
116.689,-0.760,2.645,12.430,-14.124,88.542,
116.851,-0.331,0.236,13.855,-14.757,88.758,
116.991,-0.416,0.376,11.012,-13.702,88.000,
117.145,-0.323,-0.221,11.176,-14.461,88.226,
117.286,-0.428,0.009,10.292,-20.935,87.855,
117.434,-0.491,0.082,11.342,-14.543,88.198,
117.586,-0.477,-0.170,10.566,-20.837,88.079,
117.746,-0.705,0.186,10.723,-20.869,88.206,
117.900,-1.061,0.516,7.532,-20.750,86.960,
118.044,-0.314,0.097,10.926,-14.058,88.147,
118.190,-0.337,0.099,11.680,-14.496,88.189,
118.342,-0.474,0.152,10.860,-13.869,87.913,
118.492,-0.022,0.427,12.386,-14.921,88.096,
118.647,-0.081,0.676,12.608,-14.760,88.366,
118.869,-0.083,0.684,13.393,-15.887,88.519,
119.032,-0.092,0.700,13.135,-15.366,88.300,
119.190,-0.140,0.789,12.860,-15.786,88.303,
119.354,-0.027,0.488,12.398,-15.761,88.315,
119.518,-0.729,0.186,11.018,-15.018,88.051,
119.671,-0.877,0.854,7.310,-15.751,86.494,
119.819,-0.168,0.828,13.508,-16.842,88.594,
119.962,-0.129,0.769,13.178,-15.832,88.412,
120.111,-0.219,0.884,12.531,-15.580,88.139,
120.267,-0.045,0.573,14.391,-17.647,88.991,
120.422,-0.020,0.349,13.856,-16.877,88.857,
120.574,-0.058,0.139,13.425,-16.864,88.651,
120.712,-0.036,0.529,13.541,-16.392,88.609,
120.865,-0.252,0.918,14.065,-16.708,88.680,
121.014,-0.108,0.728,13.900,-16.747,88.719,
121.164,-0.361,0.416,10.189,-16.430,87.837,
121.318,-0.117,0.007,13.261,-17.088,88.754,
121.465,-0.029,0.482,13.302,-16.699,88.680,
121.610,-0.084,0.675,13.558,-16.397,88.713,
121.772,-0.067,0.118,13.194,-16.225,88.710,
121.941,-0.233,0.898,13.858,-16.786,88.691,
122.123,-0.165,-0.065,13.988,-17.316,88.953,
122.271,-0.053,0.159,10.470,-17.468,88.084,
122.410,-0.230,0.893,12.690,-13.278,88.137,
122.557,-0.093,0.696,12.437,-13.325,88.054,
122.703,-0.071,0.103,-1.423,-12.154,85.579,
122.850,0.452,2.039,13.017,-15.066,89.037,
123.012,0.690,1.559,12.965,-15.426,89.177,
123.153,-0.206,0.867,2.944,-9.025,86.458,
123.298,-0.058,0.596,13.740,-15.410,88.616,
123.442,-0.082,0.656,12.412,-15.210,88.390,
123.597,-0.023,0.362,13.331,-16.389,88.732,
123.752,-0.024,0.395,12.526,-15.349,88.373,
123.914,-0.224,0.881,12.919,-15.456,88.469,
124.059,-0.026,0.400,12.262,-14.527,88.441,
124.231,-0.047,0.190,12.685,-15.141,88.524,
124.397,-0.102,0.704,12.729,-15.646,88.409,
124.555,-0.193,0.843,11.686,-14.512,88.101,
124.701,-0.027,0.307,12.116,-15.266,88.366,
124.850,-0.099,0.698,12.597,-15.048,88.537,
124.995,-0.059,0.591,12.681,-15.131,88.396,
125.135,-0.150,0.782,11.888,-14.313,87.937,
125.279,-0.212,0.868,-0.091,-12.034,85.453,
125.425,0.579,1.834,12.749,-15.229,89.217,
125.565,0.734,1.333,12.459,-15.583,89.215,
125.705,-0.798,-0.397,26.791,-15.304,90.788,
125.863,-0.128,0.753,2.352,-11.047,86.254,
126.015,-0.201,0.853,14.617,-15.684,88.964,
126.173,-0.211,0.865,4.992,-11.401,86.769,
126.322,-0.115,0.730,15.843,-16.116,89.204,
126.481,-0.182,0.831,14.755,-15.527,88.852,
126.644,-0.048,0.551,6.019,-11.629,87.159,
126.797,0.748,1.081,13.164,-15.748,89.162,
126.930,-0.055,0.284,9.787,-13.602,88.254,
127.070,-0.756,0.200,10.564,-21.802,87.881,
127.885,0.077,0.045,2.414,-1.019,-81.295,
128.036,-0.051,-1.153,-1.368,-4.812,-85.518,
128.188,-0.067,0.129,6.120,5.950,-84.572,
128.350,0.016,0.269,-3.103,-6.487,-84.715,
128.498,-0.126,0.095,-6.518,-6.691,-84.964,
128.675,-0.003,0.089,-3.098,-7.033,-84.594,
128.843,-0.018,0.105,-4.807,-7.161,-84.868,
129.020,-0.005,0.004,-7.026,-7.614,-85.100,
129.178,0.102,0.238,-6.388,-7.577,-84.951,
129.327,0.042,0.229,-6.446,-7.661,-84.982,
129.463,-0.040,-0.030,-6.351,-7.537,-84.942,
129.605,-0.032,0.173,-3.851,-7.180,-84.707,
129.755,0.129,-0.046,-6.477,-7.750,-84.990,
129.899,-0.060,0.061,-6.019,-7.506,-84.914,
130.049,0.143,0.078,-7.051,-7.976,-85.034,
130.200,-0.054,0.147,-6.961,-6.768,-85.015,
130.347,-0.055,0.067,-3.645,-5.111,-84.664,
130.500,0.120,-0.076,-6.340,-7.982,-84.952,
130.651,0.098,-0.028,-7.143,-7.358,-85.086,
130.827,0.129,-0.209,-7.078,-6.868,-85.010,
131.015,0.188,-0.233,-6.665,-6.892,-84.986,
131.192,0.114,-0.193,-7.586,-6.922,-85.062,
131.332,0.088,-0.105,-7.113,-6.940,-84.942,
131.477,0.132,-0.073,-3.118,-6.612,-84.591,
131.618,-0.034,0.150,-6.576,-7.734,-84.983,
131.761,0.013,-0.118,-6.928,-7.557,-84.972,
131.911,0.019,0.168,-3.694,-6.555,-84.793,
132.063,-0.049,-0.010,-6.905,-7.215,-85.054,
132.212,0.154,0.286,-6.000,-8.315,-84.923,
132.356,-0.008,0.148,-6.371,-7.645,-84.902,
132.508,0.005,0.060,-6.226,-7.646,-84.912,
132.662,0.128,-0.195,-6.454,-7.284,-84.898,
132.811,0.041,-0.024,-6.942,-6.988,-84.967,
132.955,0.068,-0.127,-3.902,-5.823,-84.695,
133.124,-0.027,-0.037,-7.367,-7.347,-84.932,
133.268,-0.115,-0.065,-6.576,-6.890,-84.892,
133.421,0.048,-0.130,-3.778,-6.584,-84.741,
133.576,-0.029,0.059,-6.712,-6.955,-84.913,
133.735,-0.086,0.155,-5.385,-7.325,-84.775,
133.893,0.094,-0.103,-6.518,-7.466,-84.928,
134.042,0.134,-0.173,-7.606,-7.014,-84.937,
134.212,-0.031,-0.043,-6.570,-6.581,-84.830,
134.366,-0.032,-0.052,-6.006,-6.818,-84.737,
134.515,-0.005,-0.079,-6.837,-7.291,-84.986,
134.668,0.176,-0.222,-6.952,-6.721,-84.981,
134.821,0.151,-0.178,-6.678,-7.520,-84.935,
134.975,0.007,-0.178,-7.056,-6.145,-84.887,
135.112,-0.026,0.198,-7.338,-6.860,-84.855,
