Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
1.096,0.016,-0.009,-16.796,5.549,-89.468,0.014,-0.008,0.016,241.364,-81.603,
1.238,0.007,-0.010,-8.596,3.134,-94.010,-0.063,-0.009,0.064,172.150,-32.148,
1.366,-0.014,-0.008,0.346,2.702,-92.712,-0.164,0.014,0.165,85.231,10.132,
1.480,-0.033,-0.005,4.856,3.612,-90.765,-0.159,0.027,0.162,80.271,17.045,
1.612,-0.033,-0.004,-0.762,4.890,-91.118,-0.006,0.003,0.007,62.959,-2.681,
1.841,-0.037,-0.003,7.523,9.574,-92.604,-0.015,0.008,0.017,62.028,-6.475,
1.985,-0.037,-0.003,4.747,6.550,-91.696,-0.001,-0.003,0.003,100.517,6.316,
2.099,-0.037,-0.003,1.665,5.595,-91.126,0.002,-0.001,0.002,233.091,4.983,
2.215,-0.036,-0.001,5.213,6.197,-91.477,0.004,0.016,0.017,282.444,-3.053,
2.325,-0.036,-0.001,4.523,6.048,-91.553,-0.001,-0.001,0.001,148.061,-0.685,
2.445,-0.036,-0.002,5.077,6.370,-91.789,0.002,-0.001,0.002,248.465,-1.970,
2.562,-0.036,-0.002,5.355,6.193,-91.840,0.003,-0.003,0.004,225.633,-0.428,
2.683,-0.036,-0.002,4.712,7.170,-92.007,-0.000,-0.002,0.002,99.168,-1.390,
2.797,-0.036,-0.002,5.487,6.688,-92.002,0.001,-0.002,0.003,209.140,0.046,
2.907,-0.036,-0.002,4.574,6.741,-91.957,0.001,-0.000,0.001,265.645,0.406,
3.031,-0.036,-0.002,4.617,6.782,-92.002,-0.002,0.001,0.002,71.670,-0.360,
3.152,-0.036,-0.002,5.587,6.242,-92.004,-0.000,0.005,0.005,0.423,-0.017,
3.276,-0.036,-0.001,4.834,6.622,-91.921,-0.002,0.004,0.005,27.994,0.669,
3.397,-0.036,-0.001,5.037,6.740,-91.933,0.002,0.002,0.003,319.304,-0.096,
