Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
3.528,-0.036,-0.001,5.434,6.476,-91.985,-0.002,0.002,0.003,41.065,-0.396,
3.648,-0.036,-0.001,4.942,6.597,-91.950,0.002,0.000,0.002,357.720,0.290,
3.769,-0.036,-0.001,5.432,6.189,-91.976,0.002,-0.003,0.003,213.454,-0.216,
3.878,-0.036,-0.001,5.483,6.493,-92.039,-0.003,-0.002,0.004,148.099,-0.580,
3.991,-0.037,-0.002,5.622,6.629,-92.257,-0.003,-0.006,0.007,120.109,-1.919,
4.107,-0.037,-0.003,5.728,6.514,-92.280,-0.001,-0.006,0.006,100.237,-0.198,
4.234,-0.037,-0.003,5.341,6.728,-92.384,-0.002,-0.001,0.002,146.847,-0.820,
4.342,-0.037,-0.003,5.825,6.644,-92.471,-0.001,0.002,0.002,32.058,-0.812,
4.458,-0.037,-0.002,5.834,6.458,-92.460,0.000,0.004,0.004,274.696,0.094,
4.586,-0.037,-0.002,5.281,6.500,-92.252,-0.003,0.001,0.004,67.723,1.631,
4.704,-0.038,-0.002,6.169,6.472,-92.271,-0.002,0.002,0.002,44.064,-0.161,
4.833,-0.038,-0.001,8.805,7.963,-93.027,-0.002,0.003,0.004,26.862,-5.880,
4.956,-0.037,-0.002,5.303,6.506,-92.126,0.007,-0.002,0.007,250.988,7.342,
5.081,-0.037,-0.002,5.837,6.366,-92.170,0.002,-0.001,0.002,245.968,-0.356,
5.192,-0.036,-0.002,5.772,6.197,-92.124,0.007,0.001,0.007,351.336,0.410,
5.306,-0.036,-0.002,5.730,6.203,-92.106,-0.000,0.000,0.000,31.116,0.160,
5.417,-0.036,-0.001,6.345,6.089,-92.167,0.004,0.001,0.004,343.219,-0.545,
5.541,-0.036,-0.001,5.423,6.626,-92.136,0.001,0.001,0.001,295.558,0.248,
5.647,-0.035,-0.001,5.994,6.675,-92.322,0.003,0.005,0.006,301.053,-1.758,
5.762,-0.035,-0.000,5.999,6.637,-92.320,0.000,0.006,0.006,270.386,0.013,
5.879,-0.035,0.000,5.810,6.599,-92.207,0.004,0.004,0.005,317.183,0.960,
5.997,-0.034,0.001,5.838,6.402,-91.896,0.005,0.007,0.009,303.166,2.645,
6.119,-0.034,0.002,5.385,6.108,-91.749,0.002,0.008,0.008,282.059,1.203,
6.240,-0.034,0.003,5.686,6.683,-91.894,0.003,0.009,0.010,288.820,-1.200,
6.365,-0.033,0.004,4.095,5.780,-91.426,0.005,0.004,0.006,321.815,3.764,
6.596,-0.033,0.004,6.032,6.381,-91.843,-0.000,0.000,0.001,58.490,-1.803,
6.715,-0.033,0.003,5.833,6.378,-91.877,0.001,-0.003,0.003,198.647,-0.284,
6.835,-0.033,0.003,5.638,6.612,-91.938,0.001,-0.002,0.002,202.312,-0.508,
6.954,-0.033,0.003,5.894,6.249,-91.872,0.001,-0.002,0.002,217.491,0.561,
7.073,-0.033,0.003,5.758,6.219,-91.631,0.002,0.002,0.003,310.747,2.018,
7.178,-0.032,0.003,5.333,6.406,-91.618,0.002,0.002,0.003,308.854,0.129,
7.302,-0.032,0.004,5.611,6.125,-91.594,0.001,0.001,0.002,320.470,0.195,
7.440,-0.032,0.004,5.355,6.292,-91.495,0.005,0.001,0.005,352.223,0.712,
7.552,-0.032,0.003,5.284,6.048,-91.478,0.001,-0.002,0.002,202.081,0.157,
7.666,-0.032,0.003,5.814,6.170,-91.600,-0.001,-0.001,0.001,127.102,-1.079,
7.775,-0.032,0.003,5.540,6.496,-91.631,-0.000,-0.002,0.002,95.705,-0.282,
7.899,-0.032,0.003,5.386,5.990,-91.572,-0.002,-0.003,0.004,123.901,0.471,
8.008,-0.032,0.003,5.724,6.292,-91.581,0.003,-0.000,0.003,268.363,-0.082,
8.126,-0.032,0.003,5.782,6.598,-91.609,0.000,0.001,0.001,279.348,-0.242,
8.235,-0.031,0.004,5.684,6.318,-91.515,0.001,0.005,0.006,284.527,0.868,
8.342,-0.031,0.004,5.521,6.246,-91.416,0.000,0.004,0.004,272.521,0.922,
8.457,-0.030,0.004,3.919,5.773,-91.127,0.008,-0.002,0.008,255.739,2.510,
8.574,-0.030,0.004,5.628,5.983,-91.271,0.001,0.005,0.005,277.998,-1.237,
8.685,-0.030,0.004,5.550,5.760,-91.276,0.003,0.000,0.003,351.192,-0.045,
8.803,-0.030,0.004,5.474,5.962,-91.268,0.002,0.000,0.002,358.537,0.071,
8.921,-0.030,0.004,5.489,6.104,-91.284,0.002,-0.003,0.004,211.551,-0.138,
9.042,-0.030,0.004,5.506,5.701,-91.312,-0.003,-0.002,0.004,144.988,-0.230,
9.154,-0.030,0.003,5.859,5.823,-91.447,0.000,-0.006,0.006,180.072,-1.196,
9.261,-0.029,0.002,5.781,6.313,-91.608,0.005,-0.007,0.008,213.042,-1.512,
9.369,-0.030,0.002,5.440,6.174,-91.658,-0.008,-0.004,0.009,153.462,-0.465,
9.493,-0.031,0.002,5.695,6.471,-91.697,-0.003,0.001,0.003,71.398,-0.312,
9.623,-0.031,0.002,6.292,6.324,-91.810,0.000,0.002,0.002,271.454,-0.873,
9.734,-0.031,0.003,5.760,6.347,-91.588,-0.006,0.005,0.008,50.328,2.004,
9.853,-0.031,0.003,6.247,6.227,-91.581,0.001,0.002,0.002,299.019,0.058,
9.973,-0.030,0.003,6.027,6.183,-91.537,0.006,0.003,0.006,333.190,0.371,
10.081,-0.031,0.003,5.617,6.491,-91.629,-0.001,-0.003,0.003,111.435,-0.857,
10.200,-0.029,0.004,7.860,6.633,-92.876,0.014,0.005,0.015,341.783,-10.424,
10.311,-0.029,0.004,7.188,5.450,-92.303,0.002,-0.001,0.002,246.367,5.184,
10.423,-0.029,0.004,6.152,6.709,-92.073,-0.007,0.006,0.009,46.975,2.061,
10.538,-0.029,0.004,6.760,4.528,-91.327,0.006,-0.004,0.007,232.626,6.482,
