Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
1.192,4.007,1.204,7.134,2.318,87.249,3.364,1.011,3.513,343.279,73.252,
1.314,4.029,1.197,-18.138,-3.226,88.175,0.179,-0.056,0.188,252.639,7.531,
1.434,4.037,1.190,-14.488,-2.799,88.990,0.071,-0.055,0.090,232.239,6.801,
1.554,4.040,1.190,-15.838,-3.426,89.173,0.025,-0.005,0.025,257.891,1.521,
1.670,4.039,1.193,-11.080,-2.935,88.415,-0.014,0.029,0.032,26.464,-6.528,
1.792,4.038,1.191,-10.843,-2.423,88.579,-0.007,-0.018,0.019,110.754,1.342,
1.920,4.039,1.190,-8.539,-1.542,88.928,0.010,-0.006,0.011,239.100,2.722,
2.042,4.040,1.191,-8.632,-2.041,89.058,0.005,0.004,0.006,318.002,1.072,
2.160,4.039,1.191,-5.934,-1.661,89.059,-0.006,-0.000,0.006,178.952,0.007,
2.283,4.039,1.191,-8.500,-2.003,88.998,-0.000,0.002,0.002,11.796,-0.499,
2.404,4.038,1.191,-9.127,-2.220,88.844,-0.005,0.002,0.006,72.076,-1.264,
2.524,4.037,1.191,-6.086,-0.934,88.934,-0.008,0.001,0.008,85.482,0.756,
2.662,4.038,1.191,-10.277,-2.502,88.623,0.003,0.001,0.003,331.150,-2.255,
2.784,4.037,1.191,-6.679,-1.047,88.795,-0.005,-0.000,0.005,179.367,1.407,
2.904,4.037,1.191,-9.295,-2.076,88.645,0.002,0.002,0.002,321.342,-1.258,
3.018,4.037,1.191,-8.700,-1.693,88.713,-0.003,-0.004,0.005,133.925,0.591,
3.144,4.036,1.190,-7.645,-1.372,88.719,-0.005,-0.004,0.007,140.916,0.049,
3.281,4.035,1.190,-6.538,0.129,88.957,-0.012,-0.006,0.013,153.889,1.742,
