Count,Time,Tag ID,Distance,X,Y,Z,Pitch,Roll,Yaw
0,2.047,0,0.519,0.045,-0.059,0.514,0.054,-0.220,-0.071,
1,2.158,0,0.524,0.043,-0.059,0.519,-0.020,-0.167,-0.080,
2,2.252,0,0.519,0.038,-0.054,0.515,-0.083,-0.016,-0.022,
3,2.355,0,0.518,0.036,-0.051,0.514,-0.071,-0.026,0.011,
4,2.469,0,0.526,0.038,-0.050,0.522,-0.020,-0.164,0.009,
5,2.572,0,0.532,0.040,-0.050,0.528,-0.032,-0.236,-0.003,
6,2.666,0,0.529,0.039,-0.048,0.525,-0.014,-0.194,0.002,
7,2.764,0,0.529,0.039,-0.048,0.526,-0.012,-0.197,0.005,
8,2.866,0,0.529,0.039,-0.049,0.526,-0.017,-0.193,0.004,
9,2.960,0,0.529,0.040,-0.049,0.525,-0.004,-0.196,0.007,
10,3.057,0,0.529,0.040,-0.049,0.525,-0.007,-0.187,0.007,
11,3.162,0,0.528,0.040,-0.050,0.524,-0.007,-0.190,0.009,
12,3.257,0,0.528,0.040,-0.050,0.524,-0.012,-0.191,0.010,
13,3.359,0,0.527,0.040,-0.050,0.523,-0.013,-0.188,0.010,
14,3.461,0,0.527,0.039,-0.050,0.523,-0.008,-0.187,0.010,
15,3.651,0,0.527,0.039,-0.050,0.523,-0.007,-0.192,0.009,
16,3.758,0,0.526,0.039,-0.050,0.522,-0.004,-0.194,0.009,
17,3.858,0,0.526,0.039,-0.050,0.522,-0.003,-0.192,0.009,
18,3.957,0,0.526,0.039,-0.050,0.522,-0.001,-0.197,0.009,
19,4.056,0,0.526,0.039,-0.050,0.522,-0.005,-0.193,0.009,
20,4.168,0,0.526,0.039,-0.050,0.522,-0.001,-0.197,0.010,
21,4.269,0,0.527,0.039,-0.050,0.523,-0.008,-0.195,0.008,
22,4.365,0,0.527,0.039,-0.050,0.523,-0.004,-0.198,0.009,
23,4.478,0,0.527,0.039,-0.050,0.523,-0.007,-0.199,0.009,
24,4.579,0,0.527,0.039,-0.050,0.523,-0.009,-0.198,0.009,
25,4.681,0,0.527,0.039,-0.050,0.523,-0.007,-0.197,0.008,
26,4.792,0,0.527,0.039,-0.050,0.523,-0.005,-0.203,0.009,
27,4.900,0,0.527,0.039,-0.050,0.523,-0.006,-0.196,0.008,
28,5.002,0,0.525,0.039,-0.050,0.522,-0.016,-0.178,0.005,
29,5.110,0,0.526,0.039,-0.050,0.522,-0.014,-0.186,0.006,
30,5.219,0,0.526,0.039,-0.050,0.522,-0.009,-0.186,0.006,
31,5.315,0,0.525,0.039,-0.050,0.521,-0.017,-0.184,0.005,
32,5.423,0,0.524,0.039,-0.050,0.520,-0.037,-0.165,0.005,
33,5.525,0,0.522,0.039,-0.051,0.518,-0.063,-0.159,0.007,
34,5.632,0,0.517,0.040,-0.064,0.512,-0.299,-0.352,-0.030,
