Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
5.426,4.145,1.065,25.950,21.350,168.302,0.764,0.196,0.789,345.589,31.019,
5.548,4.295,1.112,-5.681,14.115,-165.078,1.228,0.382,1.286,342.708,-2717.100,
5.793,4.206,1.126,-14.960,13.181,-173.646,-0.364,0.058,0.369,81.004,-35.007,
5.917,4.179,1.127,-6.487,11.446,-178.872,-0.219,0.012,0.219,86.925,-42.208,
6.048,4.170,1.131,-4.828,12.077,179.569,-0.066,0.028,0.071,66.938,2745.250,
6.171,4.184,1.130,10.508,21.151,176.837,0.111,-0.007,0.111,266.501,-22.189,
6.407,4.191,1.139,7.741,13.792,177.527,0.030,0.036,0.046,309.775,2.927,
6.528,4.190,1.138,12.808,17.200,176.293,-0.009,-0.004,0.010,156.499,-10.143,
6.668,4.190,1.136,10.588,13.805,177.506,0.003,-0.017,0.018,188.270,8.655,
6.788,4.192,1.134,13.341,13.983,177.528,0.015,-0.012,0.019,231.803,0.183,
6.916,4.185,1.134,13.298,14.306,177.404,-0.059,-0.003,0.059,176.823,-0.969,
